time,dcse.ie,dcse.airGapDC.psi_eˍt,dcse.phiMechanical,dcse.inertiaRotor.w,dcse.inertiaRotor.a,loadInertia.w,dcse.la.i,loadInertia.phi
1.231401863,103.0842346,-0.00905391948,102.5359625,143.0102872,26.4381322,143.0102872,103.0842346,102.5359625
1.241557939,102.9059353,-0.008508094711,103.989723,143.2710701,24.93209749,143.2710701,102.9059353,103.989723
1.252034346,102.7332401,-0.007982113936,105.4920302,143.5245359,23.47096519,143.5245359,102.7332401,105.4920302
1.2628478,102.5661515,-0.007475718346,107.0453702,143.7706006,22.05496703,143.7706006,102.5661515,107.0453702
1.274016159,102.4046731,-0.006988662074,108.6523985,144.0091806,20.68433998,144.0091806,102.4046731,108.6523985
1.285558508,102.2488094,-0.006520711503,110.3159506,144.2401932,19.35932459,144.2401932,102.2488094,110.3159506
1.297495238,102.0985653,-0.006071644088,112.0390552,144.4635568,18.0801619,144.4635568,102.0985653,112.0390552
1.309848154,101.9539456,-0.00564124683,113.824949,144.679192,16.84708918,144.679192,101.9539456,113.824949
1.322640582,101.8149546,-0.005229314463,115.6770926,144.8870223,15.66033468,144.8870223,101.8149546,115.6770926
1.33589751,101.6815954,-0.004835647001,117.5991914,145.0869754,14.52011034,145.0869754,101.6815954,117.5991914
1.349645752,101.5538686,-0.004460046929,119.5952194,145.2789848,13.42660336,145.2789848,101.5538686,119.5952194
1.363914149,101.4317714,-0.004102316085,121.6694482,145.4629916,12.37996651,145.4629916,101.4317714,121.6694482
1.378733878,101.3152961,-0.003762250974,123.8264923,145.6389466,11.38030374,145.6389466,101.3152961,123.8264923
1.394138745,101.2044287,-0.003439639754,126.0713528,145.8068128,10.42766039,145.8068128,101.2044287,126.0713528
1.410165473,101.0991489,-0.003134260751,128.4094585,145.9665657,9.522017868,145.9665657,101.0991489,128.4094585
1.426854286,100.9994272,-0.002845876353,130.8467524,146.1181971,8.663274631,146.1181971,100.9994272,130.8467524
1.444249514,100.9052243,-0.002574229752,133.3897805,146.261717,7.851235384,146.261717,100.9052243,133.3897805
1.462400391,100.8164897,-0.002319041412,136.0458091,146.3971556,7.085599553,146.3971556,100.8164897,136.0458091
1.481362068,100.7331605,-0.00208000605,138.8229742,146.5245649,6.365951305,146.5245649,100.7331605,138.8229742
1.5011969,100.6551602,-0.001856790219,141.7304711,146.6440206,5.691751556,146.6440206,100.6551602,141.7304711
1.521976117,100.582399,-0.001649030506,144.7788012,146.7556228,5.062332021,146.7556228,100.582399,144.7788012
1.543781977,100.5147723,-0.001456332591,147.9800894,146.8594969,4.476892117,146.8594969,100.5147723,147.9800894
1.566710625,100.4521616,-0.001278270847,151.3485069,146.9557934,3.934497858,146.9557934,100.4521616,151.3485069
1.590875936,100.394434,-0.001114388678,154.9008378,147.0446878,3.4340833,147.0446878,100.394434,154.9008378
1.616414832,100.3414428,-0.0009641991408,158.657265,147.1263803,2.97445319,147.1263803,100.3414428,158.657265
1.643494865,100.2930278,-0.0008271857004,162.6424895,147.2010947,2.554286383,147.2010947,100.2930278,162.6424895
1.672325508,100.2490155,-0.000702802438,166.8873982,147.2690786,2.172137836,147.2690786,100.2490155,166.8873982
1.703175919,100.2092188,-0.0005904725165,171.4316862,147.3306031,1.826435493,147.3306031,100.2092188,171.4316862
1.73640497,100.173435,-0.0004895824847,176.3282908,147.3859662,1.515464499,147.3859662,100.173435,176.3282908
1.77251743,100.1414401,-0.0003994660314,181.6516852,147.4355012,1.237318865,147.4355012,100.1414401,181.6516852
1.812288978,100.112971,-0.0003193519148,187.5163329,147.4796048,0.9897421958,147.4796048,100.112971,187.5163329
1.85711895,100.0876626,-0.000248189222,194.1287555,147.5188333,0.7695879362,147.5188333,100.0876626,194.1287555
1.910759752,100.0646755,-0.0001835999935,202.042788,147.5544812,0.5695733119,147.5544812,100.0646755,202.042788
1.973225418,100.0453299,-0.0001292767064,211.260869,147.5844948,0.4012060107,147.5844948,100.0453299,211.260869
2,100.0389025,-0.0001112336896,215.2125191,147.5944692,0.3452592636,147.5944692,100.0389025,215.2125191
