time,heatCapacitor.T_ref,heatCapacitor.T_sim,heatCapacitor.T_relerr,onOffController.y_ref,onOffController.y_sim,onOffController.y_relerr
1.688,298.5455065,308.2119801,0.029821,0,NaN,NaN
1.6885,298.5452365,308.215948,0.0298341,0,NaN,NaN
1.689,298.5449665,308.2199156,0.0298471,0,NaN,NaN
1.6895,298.5446966,308.223883,0.0298602,0,NaN,NaN
1.69,298.5444266,308.2278501,0.0298733,0,NaN,NaN
1.6905,298.5441566,308.2318169,0.0298863,0,NaN,NaN
1.691,298.5438867,308.2357835,0.0298994,0,NaN,NaN
1.6915,298.5436168,308.2397498,0.0299125,0,NaN,NaN
1.692,298.5433469,308.2437158,0.0299256,0,NaN,NaN
1.6925,298.543077,308.2476815,0.0299386,0,NaN,NaN
1.693,298.5428071,308.251647,0.0299517,0,NaN,NaN
1.6935,298.5425373,308.2556122,0.0299648,0,NaN,NaN
1.694,298.5422674,308.2595772,0.0299778,0,NaN,NaN
1.6945,298.5419976,308.2635419,0.0299909,0,NaN,NaN
1.695,298.5417278,308.2675063,0.0300039,0,NaN,NaN
1.6955,298.541458,308.2714704,0.030017,0,NaN,NaN
1.696,298.5411882,308.2754343,0.0300301,0,NaN,NaN
1.6965,298.5409184,308.2793979,0.0300431,0,NaN,NaN
1.697,298.5406486,308.2833613,0.0300562,0,NaN,NaN
1.6975,298.5403789,308.2873244,0.0300692,0,NaN,NaN
1.698,298.5401091,308.2912872,0.0300823,0,NaN,NaN
1.6985,298.5398394,308.2952497,0.0300954,0,NaN,NaN
1.699,298.5395697,308.299212,0.0301084,0,NaN,NaN
1.6995,298.5393,308.303174,0.0301215,0,NaN,NaN
1.7,298.5390303,308.3071357,0.0301345,0,NaN,NaN
1.7005,298.5387606,308.3110972,0.0301476,0,NaN,NaN
1.701,298.5384909,308.3150584,0.0301606,0,NaN,NaN
1.7015,298.5382213,308.3190194,0.0301737,0,NaN,NaN
1.702,298.5379517,308.32298,0.0301867,0,NaN,NaN
1.7025,298.5376821,308.3269405,0.0301998,0,NaN,NaN
1.703,298.5374124,308.3309006,0.0302128,0,NaN,NaN
1.7035,298.5371429,308.3348605,0.0302259,0,NaN,NaN
1.704,298.5368733,308.3388201,0.0302389,0,NaN,NaN
1.7045,298.5366037,308.3427794,0.030252,0,NaN,NaN
1.705,298.5363342,308.3467385,0.030265,0,NaN,NaN
1.7055,298.5360646,308.3506973,0.0302781,0,NaN,NaN
1.706,298.5357951,308.3546558,0.0302911,0,NaN,NaN
1.7065,298.5355256,308.3586141,0.0303041,0,NaN,NaN
1.707,298.5352561,308.3625721,0.0303172,0,NaN,NaN
1.7075,298.5349866,308.3665298,0.0303302,0,NaN,NaN
1.708,298.5347171,308.3704873,0.0303433,0,NaN,NaN
1.7085,298.5344477,308.3744445,0.0303563,0,NaN,NaN
1.709,298.5341782,308.3784014,0.0303693,0,NaN,NaN
1.7095,298.5339088,308.3823581,0.0303824,0,NaN,NaN
1.71,298.5336394,308.3863145,0.0303954,0,NaN,NaN
1.7105,298.53337,308.3902706,0.0304085,0,NaN,NaN
1.711,298.5331006,308.3942265,0.0304215,0,NaN,NaN
1.7115,298.5328312,308.3981821,0.0304345,0,NaN,NaN
1.712,298.5325619,308.4021374,0.0304476,0,NaN,NaN
1.7125,298.5322925,308.4060925,0.0304606,0,NaN,NaN
1.713,298.5320232,308.4100473,0.0304736,0,NaN,NaN
1.7135,298.5317538,308.4140018,0.0304867,0,NaN,NaN
1.714,298.5314845,308.4179561,0.0304997,0,NaN,NaN
1.7145,298.5312152,308.4219101,0.0305127,0,NaN,NaN
1.715,298.530946,308.4258638,0.0305257,0,NaN,NaN
1.7155,298.5306767,308.4298173,0.0305388,0,NaN,NaN
1.716,298.5304074,308.4337705,0.0305518,0,NaN,NaN
1.7165,298.5301382,308.4377234,0.0305648,0,NaN,NaN
1.717,298.529869,308.4416761,0.0305778,0,NaN,NaN
1.7175,298.5295998,308.4456285,0.0305909,0,NaN,NaN
1.718,298.5293306,308.4495806,0.0306039,0,NaN,NaN
1.7185,298.5290614,308.4535325,0.0306169,0,NaN,NaN
1.719,298.5287922,308.4574841,0.0306299,0,NaN,NaN
1.7195,298.528523,308.4614354,0.030643,0,NaN,NaN
1.72,298.5282539,308.4653865,0.030656,0,NaN,NaN
1.7205,298.5279848,308.4693373,0.030669,0,NaN,NaN
1.721,298.5277156,308.4732878,0.030682,0,NaN,NaN
1.7215,298.5274465,308.4772381,0.030695,0,NaN,NaN
1.722,298.5271774,308.4811881,0.030708,0,NaN,NaN
1.7225,298.5269084,308.4851378,0.0307211,0,NaN,NaN
1.723,298.5266393,308.4890873,0.0307341,0,NaN,NaN
1.7235,298.5263703,308.4930365,0.0307471,0,NaN,NaN
1.724,298.5261012,308.4969854,0.0307601,0,NaN,NaN
1.7245,298.5258322,308.5009341,0.0307731,0,NaN,NaN
1.725,298.5255632,308.5048825,0.0307861,0,NaN,NaN
1.7255,298.5252942,308.5088306,0.0307991,0,NaN,NaN
1.726,298.5250252,308.5127785,0.0308121,0,NaN,NaN
1.7265,298.5247562,308.5167261,0.0308251,0,NaN,NaN
1.727,298.5244873,308.5206734,0.0308381,0,NaN,NaN
1.7275,298.5242183,308.5246205,0.0308512,0,NaN,NaN
1.728,298.5239494,308.5285673,0.0308642,0,NaN,NaN
1.7285,298.5236805,308.5325138,0.0308772,0,NaN,NaN
1.729,298.5234116,308.5364601,0.0308902,0,NaN,NaN
1.7295,298.5231427,308.5404061,0.0309032,0,NaN,NaN
1.73,298.5228738,308.5443519,0.0309162,0,NaN,NaN
1.7305,298.522605,308.5482973,0.0309292,0,NaN,NaN
1.731,298.5223361,308.5522425,0.0309422,0,NaN,NaN
1.7315,298.5220673,308.5561875,0.0309552,0,NaN,NaN
1.732,298.5217985,308.5601322,0.0309682,0,NaN,NaN
1.7325,298.5215296,308.5640766,0.0309812,0,NaN,NaN
1.733,298.5212609,308.5680207,0.0309942,0,NaN,NaN
1.7335,298.5209921,308.5719646,0.0310072,0,NaN,NaN
1.734,298.5207233,308.5759082,0.0310202,0,NaN,NaN
1.7345,298.5204545,308.5798516,0.0310332,0,NaN,NaN
1.735,298.5201858,308.5837946,0.0310461,0,NaN,NaN
1.7355,298.5199171,308.5877375,0.0310591,0,NaN,NaN
1.736,298.5196484,308.59168,0.0310721,0,NaN,NaN
1.7365,298.5193797,308.5956223,0.0310851,0,NaN,NaN
1.737,298.519111,308.5995643,0.0310981,0,NaN,NaN
1.7375,298.5188423,308.6035061,0.0311111,0,NaN,NaN
1.738,298.5185737,308.6074475,0.0311241,0,NaN,NaN
1.7385,298.518305,308.6113888,0.0311371,0,NaN,NaN
1.739,298.5180364,308.6153297,0.0311501,0,NaN,NaN
1.7395,298.5177678,308.6192704,0.031163,0,NaN,NaN
1.74,298.5174992,308.6232108,0.031176,0,NaN,NaN
1.7405,298.5172306,308.627151,0.031189,0,NaN,NaN
1.741,298.516962,308.6310909,0.031202,0,NaN,NaN
1.7415,298.5166934,308.6350305,0.031215,0,NaN,NaN
1.742,298.5164249,308.6389699,0.031228,0,NaN,NaN
1.7425,298.5161563,308.642909,0.0312409,0,NaN,NaN
1.743,298.5158878,308.6468478,0.0312539,0,NaN,NaN
1.7435,298.5156193,308.6507863,0.0312669,0,NaN,NaN
1.744,298.5153508,308.6547246,0.0312799,0,NaN,NaN
1.7445,298.5150823,308.6586627,0.0312929,0,NaN,NaN
1.745,298.5148139,308.6626004,0.0313058,0,NaN,NaN
1.7455,298.5145454,308.6665379,0.0313188,0,NaN,NaN
1.746,298.514277,308.6704752,0.0313318,0,NaN,NaN
1.7465,298.5140085,308.6744121,0.0313448,0,NaN,NaN
1.747,298.5137401,308.6783489,0.0313577,0,NaN,NaN
1.7475,298.5134717,308.6822853,0.0313707,0,NaN,NaN
1.748,298.5132033,308.6862215,0.0313837,0,NaN,NaN
1.7485,298.5129349,308.6901574,0.0313966,0,NaN,NaN
1.749,298.5126666,308.694093,0.0314096,0,NaN,NaN
1.7495,298.5123982,308.6980284,0.0314226,0,NaN,NaN
1.75,298.5121299,308.7019635,0.0314356,0,NaN,NaN
1.7505,298.5118616,308.7058984,0.0314485,0,NaN,NaN
1.751,298.5115933,308.7098329,0.0314615,0,NaN,NaN
1.7515,298.511325,308.7137673,0.0314744,0,NaN,NaN
1.752,298.5110567,308.7177013,0.0314874,0,NaN,NaN
1.7525,298.5107884,308.7216351,0.0315004,0,NaN,NaN
1.753,298.5105202,308.7255686,0.0315133,0,NaN,NaN
1.7535,298.5102519,308.7295019,0.0315263,0,NaN,NaN
1.754,298.5099837,308.7334349,0.0315393,0,NaN,NaN
1.7545,298.5097155,308.7373676,0.0315522,0,NaN,NaN
1.755,298.5094473,308.7413,0.0315652,0,NaN,NaN
1.7555,298.5091791,308.7452322,0.0315781,0,NaN,NaN
1.756,298.5089109,308.7491642,0.0315911,0,NaN,NaN
1.7565,298.5086428,308.7530958,0.0316041,0,NaN,NaN
1.757,298.5083746,308.7570272,0.031617,0,NaN,NaN
1.7575,298.5081065,308.7609584,0.03163,0,NaN,NaN
1.758,298.5078384,308.7648892,0.0316429,0,NaN,NaN
1.7585,298.5075703,308.7688199,0.0316559,0,NaN,NaN
1.759,298.5073022,308.7727502,0.0316688,0,NaN,NaN
1.7595,298.5070341,308.7766803,0.0316818,0,NaN,NaN
1.76,298.5067661,308.7806101,0.0316947,0,NaN,NaN
1.7605,298.506498,308.7845396,0.0317077,0,NaN,NaN
1.761,298.50623,308.7884689,0.0317206,0,NaN,NaN
1.7615,298.505962,308.7923979,0.0317336,0,NaN,NaN
1.762,298.5056939,308.7963267,0.0317465,0,NaN,NaN
1.7625,298.5054259,308.8002552,0.0317595,0,NaN,NaN
1.763,298.505158,308.8041834,0.0317724,0,NaN,NaN
1.7635,298.50489,308.8081113,0.0317854,0,NaN,NaN
1.764,298.504622,308.812039,0.0317983,0,NaN,NaN
1.7645,298.5043541,308.8159665,0.0318112,0,NaN,NaN
1.765,298.5040862,308.8198936,0.0318242,0,NaN,NaN
1.7655,298.5038183,308.8238205,0.0318371,0,NaN,NaN
1.766,298.5035504,308.8277472,0.0318501,0,NaN,NaN
1.7665,298.5032825,308.8316735,0.031863,0,NaN,NaN
1.767,298.5030146,308.8355996,0.0318759,0,NaN,NaN
1.7675,298.5027467,308.8395255,0.0318889,0,NaN,NaN
1.768,298.5024789,308.843451,0.0319018,0,NaN,NaN
1.7685,298.5022111,308.8473763,0.0319147,0,NaN,NaN
1.769,298.5019432,308.8513014,0.0319277,0,NaN,NaN
1.7695,298.5016754,308.8552262,0.0319406,0,NaN,NaN
1.77,298.5014076,308.8591507,0.0319535,0,NaN,NaN
1.7705,298.5011399,308.8630749,0.0319665,0,NaN,NaN
1.771,298.5008721,308.8669989,0.0319794,0,NaN,NaN
1.7715,298.5006043,308.8709227,0.0319923,0,NaN,NaN
1.772,298.5003366,308.8748461,0.0320053,0,NaN,NaN
1.7725,298.5000689,308.8787693,0.0320182,0,NaN,NaN
1.773,298.4998012,308.8826922,0.0320311,0,NaN,NaN
1.7735,298.4995335,308.8866149,0.0320441,0,NaN,NaN
1.774,298.4992658,308.8905373,0.032057,0,NaN,NaN
1.7745,298.4989981,308.8944594,0.0320699,0,NaN,NaN
1.775,298.4987304,308.8983813,0.0320828,0,NaN,NaN
1.7755,298.4984628,308.9023029,0.0320958,0,NaN,NaN
1.776,298.4981952,308.9062243,0.0321087,0,NaN,NaN
1.7765,298.4979276,308.9101453,0.0321216,0,NaN,NaN
1.777,298.49766,308.9140662,0.0321345,0,NaN,NaN
1.7775,298.4973924,308.9179867,0.0321474,0,NaN,NaN
1.778,298.4971248,308.921907,0.0321604,0,NaN,NaN
1.7785,298.4968572,308.925827,0.0321733,0,NaN,NaN
1.779,298.4965897,308.9297468,0.0321862,0,NaN,NaN
1.7795,298.4963221,308.9336663,0.0321991,0,NaN,NaN
1.78,298.4960546,308.9375855,0.032212,0,NaN,NaN
1.7805,298.4957871,308.9415045,0.0322249,0,NaN,NaN
1.781,298.4955196,308.9454232,0.0322379,0,NaN,NaN
1.7815,298.4952521,308.9493416,0.0322508,0,NaN,NaN
1.782,298.4949847,308.9532598,0.0322637,0,NaN,NaN
1.7825,298.4947172,308.9571777,0.0322766,0,NaN,NaN
1.783,298.4944498,308.9610953,0.0322895,0,NaN,NaN
1.7835,298.4941823,308.9650127,0.0323024,0,NaN,NaN
1.784,298.4939149,308.9689298,0.0323153,0,NaN,NaN
1.7845,298.4936475,308.9728467,0.0323282,0,NaN,NaN
1.785,298.4933801,308.9767633,0.0323411,0,NaN,NaN
1.7855,298.4931128,308.9806796,0.0323541,0,NaN,NaN
1.786,298.4928454,308.9845957,0.032367,0,NaN,NaN
1.7865,298.4925781,308.9885115,0.0323799,0,NaN,NaN
1.787,298.4923107,308.992427,0.0323928,0,NaN,NaN
1.7875,298.4920434,308.9963423,0.0324057,0,NaN,NaN
1.788,298.4917761,309.0002573,0.0324186,0,NaN,NaN
1.7885,298.4915088,309.004172,0.0324315,0,NaN,NaN
1.789,298.4912415,309.0080865,0.0324444,0,NaN,NaN
1.7895,298.4909743,309.0120007,0.0324573,0,NaN,NaN
1.79,298.490707,309.0159147,0.0324702,0,NaN,NaN
1.7905,298.4904398,309.0198284,0.0324831,0,NaN,NaN
1.791,298.4901725,309.0237418,0.032496,0,NaN,NaN
1.7915,298.4899053,309.027655,0.0325089,0,NaN,NaN
1.792,298.4896381,309.0315679,0.0325218,0,NaN,NaN
1.7925,298.489371,309.0354805,0.0325347,0,NaN,NaN
1.793,298.4891038,309.0393929,0.0325476,0,NaN,NaN
1.7935,298.4888366,309.043305,0.0325604,0,NaN,NaN
1.794,298.4885695,309.0472168,0.0325733,0,NaN,NaN
1.7945,298.4883024,309.0511284,0.0325862,0,NaN,NaN
1.795,298.4880352,309.0550397,0.0325991,0,NaN,NaN
1.7955,298.4877681,309.0589508,0.032612,0,NaN,NaN
1.796,298.487501,309.0628616,0.0326249,0,NaN,NaN
1.7965,298.487234,309.0667721,0.0326378,0,NaN,NaN
1.797,298.4869669,309.0706823,0.0326507,0,NaN,NaN
1.7975,298.4866999,309.0745923,0.0326636,0,NaN,NaN
1.798,298.4864328,309.0785021,0.0326764,0,NaN,NaN
1.7985,298.4861658,309.0824116,0.0326893,0,NaN,NaN
1.799,298.4858988,309.0863208,0.0327022,0,NaN,NaN
1.7995,298.4856318,309.0902297,0.0327151,0,NaN,NaN
1.8,298.4853648,309.0941384,0.032728,0,NaN,NaN
1.8005,298.4850978,309.0980468,0.0327409,0,NaN,NaN
1.801,298.4848309,309.101955,0.0327537,0,NaN,NaN
1.8015,298.484564,309.1058629,0.0327666,0,NaN,NaN
1.802,298.484297,309.1097705,0.0327795,0,NaN,NaN
1.8025,298.4840301,309.1136779,0.0327924,0,NaN,NaN
1.803,298.4837632,309.117585,0.0328052,0,NaN,NaN
1.8035,298.4834963,309.1214918,0.0328181,0,NaN,NaN
1.804,298.4832295,309.1253984,0.032831,0,NaN,NaN
1.8045,298.4829626,309.1293047,0.0328439,0,NaN,NaN
1.805,298.4826957,309.1332107,0.0328567,0,NaN,NaN
1.8055,298.4824289,309.1371165,0.0328696,0,NaN,NaN
1.806,298.4821621,309.141022,0.0328825,0,NaN,NaN
1.8065,298.4818953,309.1449273,0.0328954,0,NaN,NaN
1.807,298.4816285,309.1488323,0.0329082,0,NaN,NaN
1.8075,298.4813617,309.152737,0.0329211,0,NaN,NaN
1.808,298.481095,309.1566415,0.032934,0,NaN,NaN
1.8085,298.4808282,309.1605457,0.0329468,0,NaN,NaN
1.809,298.4805615,309.1644497,0.0329597,0,NaN,NaN
1.8095,298.4802947,309.1683533,0.0329726,0,NaN,NaN
1.81,298.480028,309.1722568,0.0329854,0,NaN,NaN
1.8105,298.4797613,309.1761599,0.0329983,0,NaN,NaN
1.811,298.4794947,309.1800628,0.0330112,0,NaN,NaN
1.8115,298.479228,309.1839654,0.033024,0,NaN,NaN
1.812,298.4789613,309.1878678,0.0330369,0,NaN,NaN
1.8125,298.4786947,309.1917699,0.0330497,0,NaN,NaN
1.813,298.4784281,309.1956718,0.0330626,0,NaN,NaN
1.8135,298.4781614,309.1995733,0.0330755,0,NaN,NaN
1.814,298.4778948,309.2034747,0.0330883,0,NaN,NaN
1.8145,298.4776282,309.2073757,0.0331012,0,NaN,NaN
1.815,298.4773617,309.2112765,0.033114,0,NaN,NaN
1.8155,298.4770951,309.215177,0.0331269,0,NaN,NaN
1.816,298.4768286,309.2190773,0.0331397,0,NaN,NaN
1.8165,298.476562,309.2229773,0.0331526,0,NaN,NaN
1.817,298.4762955,309.226877,0.0331655,0,NaN,NaN
1.8175,298.476029,309.2307765,0.0331783,0,NaN,NaN
1.818,298.4757625,309.2346757,0.0331912,0,NaN,NaN
1.8185,298.475496,309.2385747,0.033204,0,NaN,NaN
1.819,298.4752296,309.2424734,0.0332169,0,NaN,NaN
1.8195,298.4749631,309.2463718,0.0332297,0,NaN,NaN
1.82,298.4746967,309.25027,0.0332426,0,NaN,NaN
1.8205,298.4744302,309.2541679,0.0332554,0,NaN,NaN
1.821,298.4741638,309.2580655,0.0332682,0,NaN,NaN
1.8215,298.4738974,309.2619629,0.0332811,0,NaN,NaN
1.822,298.473631,309.26586,0.0332939,0,NaN,NaN
1.8225,298.4733647,309.2697569,0.0333068,0,NaN,NaN
1.823,298.4730983,309.2736535,0.0333196,0,NaN,NaN
1.8235,298.472832,309.2775498,0.0333325,0,NaN,NaN
1.824,298.4725656,309.2814459,0.0333453,0,NaN,NaN
1.8245,298.4722993,309.2853417,0.0333581,0,NaN,NaN
1.825,298.472033,309.2892372,0.033371,0,NaN,NaN
1.8255,298.4717667,309.2931325,0.0333838,0,NaN,NaN
1.826,298.4715004,309.2970275,0.0333967,0,NaN,NaN
1.8265,298.4712342,309.3009222,0.0334095,0,NaN,NaN
1.827,298.4709679,309.3048167,0.0334223,0,NaN,NaN
1.8275,298.4707017,309.308711,0.0334352,0,NaN,NaN
1.828,298.4704355,309.3126049,0.033448,0,NaN,NaN
1.8285,298.4701693,309.3164986,0.0334608,0,NaN,NaN
1.829,298.4699031,309.3203921,0.0334737,0,NaN,NaN
1.8295,298.4696369,309.3242853,0.0334865,0,NaN,NaN
1.83,298.4693707,309.3281782,0.0334993,0,NaN,NaN
1.8305,298.4691046,309.3320708,0.0335122,0,NaN,NaN
1.831,298.4688384,309.3359632,0.033525,0,NaN,NaN
1.8315,298.4685723,309.3398554,0.0335378,0,NaN,NaN
1.832,298.4683062,309.3437472,0.0335506,0,NaN,NaN
1.8325,298.4680401,309.3476388,0.0335635,0,NaN,NaN
1.833,298.467774,309.3515302,0.0335763,0,NaN,NaN
1.8335,298.4675079,309.3554213,0.0335891,0,NaN,NaN
1.834,298.4672418,309.3593121,0.0336019,0,NaN,NaN
1.8345,298.4669758,309.3632027,0.0336148,0,NaN,NaN
1.835,298.4667098,309.367093,0.0336276,0,NaN,NaN
1.8355,298.4664437,309.370983,0.0336404,0,NaN,NaN
1.836,298.4661777,309.3748728,0.0336532,0,NaN,NaN
1.8365,298.4659117,309.3787623,0.0336661,0,NaN,NaN
1.837,298.4656458,309.3826515,0.0336789,0,NaN,NaN
1.8375,298.4653798,309.3865405,0.0336917,0,NaN,NaN
1.838,298.4651138,309.3904292,0.0337045,0,NaN,NaN
1.8385,298.4648479,309.3943177,0.0337173,0,NaN,NaN
1.839,298.464582,309.3982059,0.0337301,0,NaN,NaN
1.8395,298.4643161,309.4020939,0.033743,0,NaN,NaN
1.84,298.4640502,309.4059815,0.0337558,0,NaN,NaN
1.8405,298.4637843,309.409869,0.0337686,0,NaN,NaN
1.841,298.4635184,309.4137561,0.0337814,0,NaN,NaN
1.8415,298.4632525,309.417643,0.0337942,0,NaN,NaN
1.842,298.4629867,309.4215296,0.033807,0,NaN,NaN
1.8425,298.4627209,309.425416,0.0338198,0,NaN,NaN
1.843,298.4624551,309.4293021,0.0338326,0,NaN,NaN
1.8435,298.4621892,309.433188,0.0338454,0,NaN,NaN
1.844,298.4619235,309.4370736,0.0338582,0,NaN,NaN
1.8445,298.4616577,309.4409589,0.0338711,0,NaN,NaN
1.845,298.4613919,309.4448439,0.0338839,0,NaN,NaN
1.8455,298.4611262,309.4487287,0.0338967,0,NaN,NaN
1.846,298.4608604,309.4526133,0.0339095,0,NaN,NaN
1.8465,298.4605947,309.4564976,0.0339223,0,NaN,NaN
1.847,298.460329,309.4603816,0.0339351,0,NaN,NaN
1.8475,298.4600633,309.4642653,0.0339479,0,NaN,NaN
1.848,298.4597976,309.4681488,0.0339607,0,NaN,NaN
1.8485,298.459532,309.4720321,0.0339735,0,NaN,NaN
1.849,298.4592663,309.475915,0.0339863,0,NaN,NaN
1.8495,298.4590007,309.4797977,0.0339991,0,NaN,NaN
1.85,298.458735,309.4836802,0.0340119,0,NaN,NaN
1.8505,298.4584694,309.4875624,0.0340247,0,NaN,NaN
1.851,298.4582038,309.4914443,0.0340375,0,NaN,NaN
1.8515,298.4579382,309.495326,0.0340502,0,NaN,NaN
1.852,298.4576726,309.4992074,0.034063,0,NaN,NaN
1.8525,298.4574071,309.5030885,0.0340758,0,NaN,NaN
1.853,298.4571415,309.5069694,0.0340886,0,NaN,NaN
1.8535,298.456876,309.51085,0.0341014,0,NaN,NaN
1.854,298.4566105,309.5147304,0.0341142,0,NaN,NaN
1.8545,298.456345,309.5186105,0.034127,0,NaN,NaN
1.855,298.4560795,309.5224903,0.0341398,0,NaN,NaN
1.8555,298.455814,309.5263699,0.0341526,0,NaN,NaN
1.856,298.4555485,309.5302492,0.0341654,0,NaN,NaN
1.8565,298.4552831,309.5341283,0.0341781,0,NaN,NaN
1.857,298.4550177,309.5380071,0.0341909,0,NaN,NaN
1.8575,298.4547522,309.5418856,0.0342037,0,NaN,NaN
1.858,298.4544868,309.5457639,0.0342165,0,NaN,NaN
1.8585,298.4542214,309.5496419,0.0342293,0,NaN,NaN
1.859,298.453956,309.5535196,0.0342421,0,NaN,NaN
1.8595,298.4536907,309.5573971,0.0342548,0,NaN,NaN
1.86,298.4534253,309.5612743,0.0342676,0,NaN,NaN
1.8605,298.45316,309.5651513,0.0342804,0,NaN,NaN
1.861,298.4528946,309.569028,0.0342932,0,NaN,NaN
1.8615,298.4526293,309.5729044,0.034306,0,NaN,NaN
1.862,298.452364,309.5767806,0.0343187,0,NaN,NaN
1.8625,298.4520987,309.5806565,0.0343315,0,NaN,NaN
1.863,298.4518334,309.5845322,0.0343443,0,NaN,NaN
1.8635,298.4515682,309.5884076,0.0343571,0,NaN,NaN
1.864,298.4513029,309.5922827,0.0343698,0,NaN,NaN
1.8645,298.4510377,309.5961576,0.0343826,0,NaN,NaN
1.865,298.4507725,309.6000322,0.0343954,0,NaN,NaN
1.8655,298.4505073,309.6039066,0.0344081,0,NaN,NaN
1.866,298.4502421,309.6077807,0.0344209,0,NaN,NaN
1.8665,298.4499769,309.6116545,0.0344337,0,NaN,NaN
1.867,298.4497117,309.6155281,0.0344464,0,NaN,NaN
1.8675,298.4494466,309.6194014,0.0344592,0,NaN,NaN
1.868,298.4491814,309.6232745,0.034472,0,NaN,NaN
1.8685,298.4489163,309.6271472,0.0344847,0,NaN,NaN
1.869,298.4486512,309.6310198,0.0344975,0,NaN,NaN
1.8695,298.4483861,309.6348921,0.0345103,0,NaN,NaN
1.87,298.448121,309.6387641,0.034523,0,NaN,NaN
1.8705,298.4478559,309.6426358,0.0345358,0,NaN,NaN
1.871,298.4475909,309.6465073,0.0345486,0,NaN,NaN
1.8715,298.4473258,309.6503785,0.0345613,0,NaN,NaN
1.872,298.4470608,309.6542495,0.0345741,0,NaN,NaN
1.8725,298.4467958,309.6581202,0.0345868,0,NaN,NaN
1.873,298.4465308,309.6619907,0.0345996,0,NaN,NaN
1.8735,298.4462658,309.6658608,0.0346124,0,NaN,NaN
1.874,298.4460008,309.6697308,0.0346251,0,NaN,NaN
1.8745,298.4457358,309.6736004,0.0346379,0,NaN,NaN
1.875,298.4454709,309.6774698,0.0346506,0,NaN,NaN
1.8755,298.4452059,309.681339,0.0346634,0,NaN,NaN
1.876,298.444941,309.6852079,0.0346761,0,NaN,NaN
1.8765,298.4446761,309.6890765,0.0346889,0,NaN,NaN
1.877,298.4444112,309.6929449,0.0347016,0,NaN,NaN
1.8775,298.4441463,309.696813,0.0347144,0,NaN,NaN
1.878,298.4438814,309.7006808,0.0347271,0,NaN,NaN
1.8785,298.4436166,309.7045484,0.0347399,0,NaN,NaN
1.879,298.4433517,309.7084157,0.0347526,0,NaN,NaN
1.8795,298.4430869,309.7122828,0.0347654,0,NaN,NaN
1.88,298.4428221,309.7161496,0.0347781,0,NaN,NaN
1.8805,298.4425573,309.7200161,0.0347909,0,NaN,NaN
1.881,298.4422925,309.7238824,0.0348036,0,NaN,NaN
1.8815,298.4420277,309.7277484,0.0348164,0,NaN,NaN
1.882,298.441763,309.7316142,0.0348291,0,NaN,NaN
1.8825,298.4414982,309.7354797,0.0348418,0,NaN,NaN
1.883,298.4412335,309.7393449,0.0348546,0,NaN,NaN
1.8835,298.4409688,309.7432099,0.0348673,0,NaN,NaN
1.884,298.4407041,309.7470746,0.0348801,0,NaN,NaN
1.8845,298.4404394,309.7509391,0.0348928,0,NaN,NaN
1.885,298.4401747,309.7548033,0.0349055,0,NaN,NaN
1.8855,298.43991,309.7586672,0.0349183,0,NaN,NaN
1.886,298.4396454,309.7625309,0.034931,0,NaN,NaN
1.8865,298.4393807,309.7663943,0.0349437,0,NaN,NaN
1.887,298.4391161,309.7702575,0.0349565,0,NaN,NaN
1.8875,298.4388515,309.7741204,0.0349692,0,NaN,NaN
1.888,298.4385869,309.777983,0.0349819,0,NaN,NaN
1.8885,298.4383223,309.7818454,0.0349947,0,NaN,NaN
1.889,298.4380577,309.7857076,0.0350074,0,NaN,NaN
1.8895,298.4377932,309.7895694,0.0350201,0,NaN,NaN
1.89,298.4375286,309.793431,0.0350329,0,NaN,NaN
1.8905,298.4372641,309.7972924,0.0350456,0,NaN,NaN
1.891,298.4369996,309.8011534,0.0350583,0,NaN,NaN
1.8915,298.4367351,309.8050143,0.035071,0,NaN,NaN
1.892,298.4364706,309.8088748,0.0350838,0,NaN,NaN
1.8925,298.4362061,309.8127351,0.0350965,0,NaN,NaN
1.893,298.4359416,309.8165952,0.0351092,0,NaN,NaN
1.8935,298.4356772,309.820455,0.0351219,0,NaN,NaN
1.894,298.4354127,309.8243145,0.0351347,0,NaN,NaN
1.8945,298.4351483,309.8281738,0.0351474,0,NaN,NaN
1.895,298.4348839,309.8320328,0.0351601,0,NaN,NaN
1.8955,298.4346195,309.8358915,0.0351728,0,NaN,NaN
1.896,298.4343551,309.83975,0.0351855,0,NaN,NaN
1.8965,298.4340907,309.8436082,0.0351983,0,NaN,NaN
1.897,298.4338264,309.8474662,0.035211,0,NaN,NaN
1.8975,298.433562,309.8513239,0.0352237,0,NaN,NaN
1.898,298.4332977,309.8551813,0.0352364,0,NaN,NaN
1.8985,298.4330334,309.8590385,0.0352491,0,NaN,NaN
1.899,298.4327691,309.8628955,0.0352618,0,NaN,NaN
1.8995,298.4325048,309.8667521,0.0352746,0,NaN,NaN
1.9,298.4322405,309.8706085,0.0352873,0,NaN,NaN
1.9005,298.4319763,309.8744647,0.0353,0,NaN,NaN
1.901,298.431712,309.8783206,0.0353127,0,NaN,NaN
1.9015,298.4314478,309.8821762,0.0353254,0,NaN,NaN
1.902,298.4311836,309.8860316,0.0353381,0,NaN,NaN
1.9025,298.4309194,309.8898867,0.0353508,0,NaN,NaN
1.903,298.4306552,309.8937416,0.0353635,0,NaN,NaN
1.9035,298.430391,309.8975962,0.0353762,0,NaN,NaN
