time,elastoGap1.v_rel_ref,elastoGap1.v_rel_sim,elastoGap1.v_rel_relerr,elastoGap2.s_rel_ref,elastoGap2.s_rel_sim,elastoGap2.s_rel_relerr
2.2,1.969028317,0,0.574538,1.901818047,0,0.565716
2.205,1.969028317,0,0.574538,1.891972905,0,0.562787
2.21,1.969028317,0,0.574538,1.882127764,0,0.559859
2.215,1.969028317,0,0.574538,1.872282622,0,0.55693
2.22,1.969028317,0,0.574538,1.86243748,0,0.554002
2.225,1.969028317,0,0.574538,1.852592339,0,0.551073
2.23,1.969028317,0,0.574538,1.842747197,0,0.548145
2.235,1.969028317,0,0.574538,1.832902056,0,0.545216
2.24,1.969028317,0,0.574538,1.823056914,0,0.542288
2.245,1.969028317,0,0.574538,1.813211772,0,0.539359
2.25,1.969028317,0,0.574538,1.803366631,0,0.536431
2.255,1.969028317,0,0.574538,1.793521489,0,0.533502
2.26,1.969028317,0,0.574538,1.783676348,0,0.530573
2.265,1.969028317,0,0.574538,1.773831206,0,0.527645
2.27,1.969028317,0,0.574538,1.763986064,0,0.524716
2.275,1.969028317,0,0.574538,1.754140923,0,0.521788
2.28,1.969028317,0,0.574538,1.744295781,0,0.518859
2.285,1.969028317,0,0.574538,1.73445064,0,0.515931
2.29,1.969028317,0,0.574538,1.724605498,0,0.513002
2.295,1.969028317,0,0.574538,1.714760357,0,0.510074
2.3,1.969028317,0,0.574538,1.704915215,0,0.507145
2.305,1.969028317,0,0.574538,1.695070073,0,0.504217
2.31,1.969028317,0,0.574538,1.685224932,0,0.501288
2.315,1.969028317,0,0.574538,1.67537979,0,0.498359
2.32,1.969028317,0,0.574538,1.665534649,0,0.495431
2.325,1.969028317,0,0.574538,1.655689507,0,0.492502
2.33,1.969028317,0,0.574538,1.645844365,0,0.489574
2.335,1.969028317,0,0.574538,1.635999224,0,0.486645
2.34,1.969028317,0,0.574538,1.626154082,0,0.483717
2.345,1.969028317,0,0.574538,1.616308941,0,0.480788
2.35,1.969028317,0,0.574538,1.606463799,0,0.47786
2.355,1.969028317,0,0.574538,1.596618658,0,0.474931
2.36,1.969028317,0,0.574538,1.586773516,0,0.472003
2.365,1.969028317,0,0.574538,1.576928374,0,0.469074
2.37,1.969028317,0,0.574538,1.567083233,0,0.466146
2.375,1.969028317,0,0.574538,1.557238091,0,0.463217
2.38,1.969028317,0,0.574538,1.54739295,0,0.460288
2.385,1.969028317,0,0.574538,1.537547808,0,0.45736
2.39,1.969028317,0,0.574538,1.527702666,0,0.454431
2.395,1.969028317,0,0.574538,1.517857525,0,0.451503
2.4,1.969028317,0,0.574538,1.508012383,0,0.448574
2.404069207,1.969028317,0,0.574538,1.5,0,0.446191
2.404069207,1.969028317,0,0.574538,1.5,0,0.446191
2.405,1.969011258,0,0.574533,1.498167248,0,0.445646
2.41,1.968335795,0,0.574335,1.488323734,0,0.442718
2.415,1.966676308,0,0.573851,1.478486355,0,0.439791
2.42,1.964033615,0,0.57308,1.468659646,0,0.436868
2.425,1.960409007,0,0.572023,1.458848337,0,0.43395
2.43,1.955804252,0,0.570679,1.449057428,0,0.431038
2.435,1.950221641,0,0.56905,1.439291923,0,0.428133
2.44,1.943663928,0,0.567137,1.429556777,0,0.425237
2.445,1.936134402,0,0.56494,1.419856869,0,0.422351
2.45,1.927636806,0,0.56246,1.410197043,0,0.419478
2.455,1.918175432,0,0.559699,1.400582138,0,0.416618
2.46,1.907754944,0,0.556659,1.391016971,0,0.413773
2.465,1.896380611,0,0.55334,1.381506282,0,0.410944
2.47,1.884058144,0,0.549744,1.372054809,0,0.408132
2.475,1.870793681,0,0.545874,1.362667289,0,0.40534
2.48,1.856593851,0,0.541731,1.353348428,0,0.402568
2.485,1.841465765,0,0.537316,1.344102886,0,0.399818
2.49,1.82541698,0,0.532634,1.334935275,0,0.397091
2.495,1.808455534,0,0.527684,1.325850202,0,0.394388
2.5,1.790589884,0,0.522471,1.316852189,0,0.391712
2.505,1.771828983,0,0.516997,1.307945754,0,0.389062
2.51,1.752182196,0,0.511265,1.299135343,0,0.386442
2.515,1.731659351,0,0.505276,1.29042536,0,0.383851
2.52,1.710270724,0,0.499035,1.28182017,0,0.381291
2.525,1.688027159,0,0.492545,1.273324071,0,0.378764
2.53,1.664941405,0,0.485809,1.264941291,0,0.37627
2.535,1.641026584,0,0.478831,1.256676007,0,0.373812
2.54,1.616454734,0,0.471661,1.248532159,0,0.371389
2.545,1.591648892,0,0.464423,1.240511809,0,0.369003
2.55,1.566633647,0,0.457124,1.232616017,0,0.366655
2.555,1.54141513,0,0.449765,1.224845807,0,0.364343
2.56,1.516000892,0,0.44235,1.217202178,0,0.36207
2.565,1.490398566,0,0.434879,1.209686092,0,0.359834
2.57,1.464616221,0,0.427356,1.202298471,0,0.357636
2.575,1.43866168,0,0.419783,1.195040175,0,0.355477
2.58,1.412542709,0,0.412162,1.187912042,0,0.353357
2.585,1.386267075,0,0.404495,1.180914871,0,0.351276
2.59,1.359842543,0,0.396785,1.174049462,0,0.349233
2.595,1.333276781,0,0.389033,1.167316519,0,0.347231
2.6,1.306577457,0,0.381243,1.160716745,0,0.345268
2.605,1.279752219,0,0.373416,1.154250786,0,0.343344
2.61,1.252808676,0,0.365554,1.147919248,0,0.341461
2.615,1.225754431,0,0.35766,1.141722717,0,0.339618
2.62,1.198597034,0,0.349735,1.135661706,0,0.337815
2.625,1.171344046,0,0.341783,1.129736761,0,0.336052
2.63,1.144002929,0,0.333806,1.123948295,0,0.33433
2.635,1.116581175,0,0.325804,1.118296759,0,0.332649
2.64,1.089086226,0,0.317782,1.11278255,0,0.331009
2.645,1.06152547,0,0.30974,1.107406005,0,0.32941
2.65,1.033906233,0,0.301681,1.102167412,0,0.327851
2.655,1.00623586,0,0.293607,1.097067049,0,0.326334
2.66,0.9785216393,0,0.28552,1.092105142,0,0.324858
2.665,0.9507707961,0,0.277423,1.087281894,0,0.323424
2.67,0.9229904669,0,0.269317,1.082597501,0,0.32203
2.675,0.895187837,0,0.261204,1.078052068,0,0.320678
2.68,0.8673700175,0,0.253088,1.073645687,0,0.319367
2.685,0.8395440538,0,0.244968,1.069378413,0,0.318098
2.69,0.8117168505,0,0.236849,1.065250284,0,0.31687
2.695,0.7838954122,0,0.228731,1.061261278,0,0.315683
2.7,0.7560866439,0,0.220617,1.057411345,0,0.314538
2.705,0.7282973914,0,0.212508,1.053700402,0,0.313434
2.71,0.7005343282,0,0.204407,1.050128353,0,0.312372
2.715,0.67280424,0,0.196316,1.046695039,0,0.311351
2.72,0.6451138028,0,0.188236,1.043400275,0,0.31037
2.725,0.6174696394,0,0.18017,1.040243842,0,0.309432
2.73,0.5898781855,0,0.172119,1.037225514,0,0.308534
2.735,0.5623459823,0,0.164085,1.034344997,0,0.307677
2.74,0.5348794583,0,0.156071,1.031601977,0,0.306861
2.745,0.507484985,0,0.148078,1.028996104,0,0.306086
2.75,0.4801687897,0,0.140107,1.026527016,0,0.305351
2.755,0.4529371148,0,0.132161,1.024194301,0,0.304657
2.76,0.4257961196,0,0.124242,1.021997516,0,0.304004
2.765,0.3987518906,0,0.116351,1.019936192,0,0.303391
2.77,0.3718104305,0,0.10849,1.018009835,0,0.302818
2.775,0.3449776804,0,0.10066,1.016217915,0,0.302285
2.78,0.3182595089,0,0.0928641,1.014559873,0,0.301792
2.785,0.2916617083,0,0.0851032,1.013035122,0,0.301338
2.79,0.2651900105,0,0.0773791,1.011643047,0,0.300924
2.795,0.2388500659,0,0.0696934,1.010383002,0,0.300549
2.8,0.2126474424,0,0.0620478,1.009254315,0,0.300213
2.805,0.1865876349,0,0.0544439,1.008256287,0,0.299917
2.81,0.1606760709,0,0.0468832,1.00738819,0,0.299658
2.815,0.1349181006,0,0.0393674,1.00664927,0,0.299439
2.82,0.1093189866,0,0.0318979,1.006038744,0,0.299257
2.825,0.08388391732,0,0.0244763,1.005555807,0,0.299113
2.83,0.05861800273,0,0.017104,1.005199624,0,0.299007
2.835,0.0335262734,0,0.00978254,1.004969339,0,0.298939
2.84,0.008613677273,0,0.00251336,1.004864066,0,0.298907
2.845,-0.01611491855,0,0.00470213,1.004882899,0,0.298913
2.85,-0.0406547284,0,0.0118625,1.005024904,0,0.298955
2.855,-0.06500104821,0,0.0189665,1.005289129,0,0.299034
2.86,-0.08914925968,0,0.0260126,1.005674593,0,0.299149
2.865,-0.1130948279,0,0.0329996,1.006180296,0,0.299299
2.87,-0.136833303,0,0.0399262,1.006805213,0,0.299485
2.875,-0.1603603207,0,0.0467911,1.007548299,0,0.299706
2.88,-0.1836716031,0,0.053593,1.008408485,0,0.299962
2.885,-0.2067629597,0,0.0603308,1.009384684,0,0.300252
2.89,-0.2296302805,0,0.0670032,1.010475785,0,0.300577
2.895,-0.2522695072,0,0.0736091,1.011680653,0,0.300935
2.9,-0.2746767302,0,0.0801472,1.012998139,0,0.301327
2.905,-0.2968481035,0,0.0866165,1.014427074,0,0.301752
2.91,-0.3187798697,0,0.0930159,1.015966268,0,0.30221
2.915,-0.3404683608,0,0.0993444,1.017614511,0,0.3027
2.92,-0.3619099989,0,0.105601,1.019370576,0,0.303223
2.925,-0.3831012966,0,0.111784,1.021233219,0,0.303777
2.93,-0.4040388576,0,0.117893,1.023201174,0,0.304362
2.935,-0.4247192778,0,0.123928,1.025273191,0,0.304978
2.94,-0.4451393832,0,0.129886,1.02744796,0,0.305625
2.945,-0.4652960428,0,0.135767,1.029724171,0,0.306302
2.95,-0.4851862126,0,0.141571,1.032100499,0,0.307009
2.955,-0.5048069406,0,0.147296,1.034575603,0,0.307745
2.96,-0.5241553664,0,0.152942,1.037148129,0,0.308511
2.965,-0.5432287225,0,0.158507,1.039816707,0,0.309305
2.97,-0.5620242431,0,0.163992,1.042579958,0,0.310126
2.975,-0.5805392933,0,0.169394,1.045436486,0,0.310976
2.98,-0.5987714146,0,0.174714,1.048384883,0,0.311853
2.985,-0.616718185,0,0.179951,1.051423727,0,0.312757
2.99,-0.6343772732,0,0.185103,1.054551587,0,0.313688
2.995,-0.6517464389,0,0.190171,1.057767017,0,0.314644
3,-0.6688235333,0,0.195154,1.061068564,0,0.315626
3.005,-0.68560648,0,0.200051,1.064454762,0,0.316633
3.01,-0.7020931995,0,0.204862,1.067924133,0,0.317665
3.015,-0.7182818696,0,0.209586,1.071475193,0,0.318722
3.02,-0.7341706877,0,0.214222,1.075106448,0,0.319802
3.025,-0.7497579406,0,0.21877,1.078816395,0,0.320905
3.03,-0.7650420046,0,0.22323,1.08260352,0,0.322032
3.035,-0.7800213458,0,0.2276,1.086466305,0,0.323181
3.04,-0.7946945198,0,0.231882,1.090403223,0,0.324352
3.045,-0.8090600897,0,0.236073,1.094412737,0,0.325545
3.05,-0.8231167954,0,0.240175,1.098493307,0,0.326758
3.055,-0.8368634634,0,0.244186,1.102643386,0,0.327993
3.06,-0.85029899,0,0.248106,1.106861422,0,0.329248
3.065,-0.8634223585,0,0.251936,1.111145855,0,0.330522
3.07,-0.8762326401,0,0.255674,1.115495123,0,0.331816
3.075,-0.8887289929,0,0.25932,1.119907658,0,0.333128
3.08,-0.9009106245,0,0.262874,1.124381888,0,0.334459
3.085,-0.9127768045,0,0.266337,1.128916236,0,0.335808
3.09,-0.9243269817,0,0.269707,1.133509125,0,0.337174
3.095,-0.9355606441,0,0.272985,1.138158973,0,0.338557
3.1,-0.946477364,0,0.27617,1.142864198,0,0.339957
3.105,-0.9570767978,0,0.279263,1.147623213,0,0.341373
3.11,-0.9673586859,0,0.282263,1.152434433,0,0.342804
3.115,-0.977322852,0,0.28517,1.157296268,0,0.34425
3.12,-0.9869690833,0,0.287985,1.162207125,0,0.345711
3.125,-0.9962974214,0,0.290707,1.167165417,0,0.347186
3.13,-1.005307922,0,0.293336,1.172169555,0,0.348674
3.135,-1.01400072,0,0.295873,1.177217952,0,0.350176
3.14,-1.02237603,0,0.298316,1.182309019,0,0.35169
3.145,-1.030434146,0,0.300668,1.187441171,0,0.353217
3.15,-1.038175441,0,0.302926,1.192612824,0,0.354755
3.155,-1.045600307,0,0.305093,1.197822389,0,0.356305
3.16,-1.052709249,0,0.307167,1.203068283,0,0.357865
3.165,-1.059502886,0,0.30915,1.208348933,0,0.359436
3.17,-1.065981887,0,0.31104,1.213662764,0,0.361017
3.175,-1.072146992,0,0.312839,1.219008205,0,0.362607
3.18,-1.077999016,0,0.314546,1.224383691,0,0.364206
3.185,-1.083538849,0,0.316163,1.22978766,0,0.365813
3.19,-1.088767437,0,0.317689,1.235218551,0,0.367429
3.195,-1.093685747,0,0.319124,1.240674799,0,0.369052
3.2,-1.098294915,0,0.320469,1.246154865,0,0.370682
3.205,-1.102596106,0,0.321724,1.251657206,0,0.372319
3.21,-1.106590551,0,0.322889,1.257180287,0,0.373962
3.215,-1.110279551,0,0.323966,1.262722577,0,0.37561
3.22,-1.113664476,0,0.324953,1.268282555,0,0.377264
3.225,-1.116746761,0,0.325853,1.273858705,0,0.378923
3.23,-1.119527851,0,0.326664,1.279449504,0,0.380586
3.235,-1.122009321,0,0.327388,1.285053456,0,0.382253
3.24,-1.124192804,0,0.328025,1.290669069,0,0.383923
3.245,-1.126079983,0,0.328576,1.296294858,0,0.385597
3.25,-1.127672607,0,0.329041,1.301929348,0,0.387273
3.255,-1.128972483,0,0.32942,1.307571071,0,0.388951
3.26,-1.129981482,0,0.329714,1.31321857,0,0.390631
3.265,-1.130701527,0,0.329924,1.318870397,0,0.392312
3.27,-1.131134591,0,0.330051,1.324525108,0,0.393994
3.275,-1.131286866,0,0.330095,1.330181277,0,0.395677
3.28,-1.131283969,0,0.330094,1.335837734,0,0.397359
3.285,-1.131288074,0,0.330096,1.341494151,0,0.399042
3.29,-1.131288792,0,0.330096,1.347150606,0,0.400724
3.295,-1.131287581,0,0.330095,1.35280705,0,0.402407
3.3,-1.131287519,0,0.330095,1.358463488,0,0.404089
3.305,-1.131287703,0,0.330095,1.364119925,0,0.405772
3.31,-1.131287827,0,0.330095,1.369776363,0,0.407455
3.315,-1.131287963,0,0.330096,1.375432801,0,0.409137
3.32,-1.131288154,0,0.330096,1.381089241,0,0.41082
3.325,-1.131288265,0,0.330096,1.386745681,0,0.412502
3.33,-1.131288294,0,0.330096,1.392402122,0,0.414185
3.335,-1.13128832,0,0.330096,1.398058563,0,0.415867
3.34,-1.131288325,0,0.330096,1.403715005,0,0.41755
3.345,-1.131288317,0,0.330096,1.409371447,0,0.419232
3.35,-1.131288303,0,0.330096,1.415027889,0,0.420915
3.355,-1.13128829,0,0.330096,1.420684331,0,0.422598
3.36,-1.131288281,0,0.330096,1.426340772,0,0.42428
3.365,-1.131288261,0,0.330096,1.431997214,0,0.425963
3.37,-1.131288243,0,0.330096,1.437653656,0,0.427645
3.375,-1.13128823,0,0.330096,1.443310097,0,0.429328
3.38,-1.131288222,0,0.330096,1.448966539,0,0.43101
3.385,-1.13128821,0,0.330096,1.45462298,0,0.432693
3.39,-1.131288201,0,0.330096,1.460279421,0,0.434376
3.395,-1.131288196,0,0.330096,1.465935862,0,0.436058
3.4,-1.131288193,0,0.330096,1.471592303,0,0.437741
3.405,-1.13128819,0,0.330096,1.477248744,0,0.439423
3.41,-1.131288188,0,0.330096,1.482905185,0,0.441106
3.415,-1.131288186,0,0.330096,1.488561626,0,0.442788
3.42,-1.131288186,0,0.330096,1.494218067,0,0.444471
3.425,-1.131288186,0,0.330096,1.499874508,0,0.446154
3.425110928,-1.131288186,0,0.330096,1.5,0,0.446191
3.425110928,-1.131288186,0,0.330096,1.5,0,0.446191
3.43,-1.131288186,0,0.330096,1.505530949,0,0.447836
3.435,-1.131288186,0,0.330096,1.51118739,0,0.449519
3.44,-1.131288186,0,0.330096,1.516843831,0,0.451201
3.445,-1.131288186,0,0.330096,1.522500272,0,0.452884
3.45,-1.131288186,0,0.330096,1.528156713,0,0.454566
3.455,-1.131288186,0,0.330096,1.533813154,0,0.456249
3.46,-1.131288186,0,0.330096,1.539469595,0,0.457932
3.465,-1.131288186,0,0.330096,1.545126036,0,0.459614
3.47,-1.131288186,0,0.330096,1.550782477,0,0.461297
3.475,-1.131288186,0,0.330096,1.556438917,0,0.462979
3.48,-1.131288186,0,0.330096,1.562095358,0,0.464662
3.485,-1.131288186,0,0.330096,1.567751799,0,0.466344
3.49,-1.131288186,0,0.330096,1.57340824,0,0.468027
3.495,-1.131288186,0,0.330096,1.579064681,0,0.46971
3.5,-1.131288186,0,0.330096,1.584721122,0,0.471392
3.505,-1.131288186,0,0.330096,1.590377563,0,0.473075
3.51,-1.131288186,0,0.330096,1.596034004,0,0.474757
3.515,-1.131288186,0,0.330096,1.601690445,0,0.47644
3.52,-1.131288186,0,0.330096,1.607346886,0,0.478122
3.525,-1.131288186,0,0.330096,1.613003327,0,0.479805
3.53,-1.131288186,0,0.330096,1.618659768,0,0.481488
3.535,-1.131288186,0,0.330096,1.624316209,0,0.48317
3.54,-1.131288186,0,0.330096,1.62997265,0,0.484853
3.545,-1.131288186,0,0.330096,1.63562909,0,0.486535
3.55,-1.131288186,0,0.330096,1.641285531,0,0.488218
3.555,-1.131288186,0,0.330096,1.646941972,0,0.4899
3.56,-1.131288186,0,0.330096,1.652598413,0,0.491583
3.565,-1.131288186,0,0.330096,1.658254854,0,0.493265
3.57,-1.131288186,0,0.330096,1.663911295,0,0.494948
3.575,-1.131288186,0,0.330096,1.669567736,0,0.496631
3.58,-1.131288186,0,0.330096,1.675224177,0,0.498313
3.585,-1.131288186,0,0.330096,1.680880618,0,0.499996
3.59,-1.131288186,0,0.330096,1.686537059,0,0.501678
3.595,-1.131288186,0,0.330096,1.6921935,0,0.503361
3.6,-1.131288186,0,0.330096,1.697849941,0,0.505043
3.605,-1.131288186,0,0.330096,1.703506382,0,0.506726
3.61,-1.131288186,0,0.330096,1.709162823,0,0.508409
3.615,-1.131288186,0,0.330096,1.714819263,0,0.510091
3.62,-1.131288186,0,0.330096,1.720475704,0,0.511774
3.625,-1.131288186,0,0.330096,1.726132145,0,0.513456
3.63,-1.131288186,0,0.330096,1.731788586,0,0.515139
3.635,-1.131288186,0,0.330096,1.737445027,0,0.516821
3.64,-1.131288186,0,0.330096,1.743101468,0,0.518504
3.645,-1.131288186,0,0.330096,1.748757909,0,0.520187
3.65,-1.131288186,0,0.330096,1.75441435,0,0.521869
3.655,-1.131288186,0,0.330096,1.760070791,0,0.523552
3.66,-1.131288186,0,0.330096,1.765727232,0,0.525234
3.665,-1.131288186,0,0.330096,1.771383673,0,0.526917
3.67,-1.131288186,0,0.330096,1.777040114,0,0.528599
3.675,-1.131288186,0,0.330096,1.782696555,0,0.530282
3.68,-1.131288186,0,0.330096,1.788352996,0,0.531965
3.685,-1.131288186,0,0.330096,1.794009437,0,0.533647
3.69,-1.131288186,0,0.330096,1.799665877,0,0.53533
3.695,-1.131288186,0,0.330096,1.805322318,0,0.537012
3.7,-1.131288186,0,0.330096,1.810978759,0,0.538695
3.705,-1.131288186,0,0.330096,1.8166352,0,0.540377
3.71,-1.131288186,0,0.330096,1.822291641,0,0.54206
3.715,-1.131288186,0,0.330096,1.827948082,0,0.543743
3.72,-1.131288186,0,0.330096,1.833604523,0,0.545425
3.725,-1.131288186,0,0.330096,1.839260964,0,0.547108
3.73,-1.131288186,0,0.330096,1.844917405,0,0.54879
3.735,-1.131288186,0,0.330096,1.850573846,0,0.550473
3.74,-1.131288186,0,0.330096,1.856230287,0,0.552155
3.745,-1.131288186,0,0.330096,1.861886728,0,0.553838
3.75,-1.131288186,0,0.330096,1.867543169,0,0.555521
3.755,-1.131288186,0,0.330096,1.87319961,0,0.557203
3.76,-1.131288186,0,0.330096,1.87885605,0,0.558886
3.765,-1.131288186,0,0.330096,1.884512491,0,0.560568
3.77,-1.131288186,0,0.330096,1.890168932,0,0.562251
3.775,-1.131288186,0,0.330096,1.895825373,0,0.563933
3.78,-1.131288186,0,0.330096,1.901481814,0,0.565616
3.785,-1.131288186,0,0.330096,1.907138255,0,0.567299
3.79,-1.131288186,0,0.330096,1.912794696,0,0.568981
3.795,-1.131288186,0,0.330096,1.918451137,0,0.570664
3.8,-1.131288186,0,0.330096,1.924107578,0,0.572346
3.805,-1.131288186,0,0.330096,1.929764019,0,0.574029
3.81,-1.131288186,0,0.330096,1.93542046,0,0.575711
3.815,-1.131288186,0,0.330096,1.941076901,0,0.577394
3.82,-1.131288186,0,0.330096,1.946733342,0,0.579076
3.825,-1.131288186,0,0.330096,1.952389783,0,0.580759
3.83,-1.131288186,0,0.330096,1.958046223,0,0.582442
3.835,-1.131288186,0,0.330096,1.963702664,0,0.584124
3.84,-1.131288186,0,0.330096,1.969359105,0,0.585807
3.845,-1.131288186,0,0.330096,1.975015546,0,0.587489
3.85,-1.131288186,0,0.330096,1.980671987,0,0.589172
3.855,-1.131288186,0,0.330096,1.986328428,0,0.590854
3.86,-1.131288186,0,0.330096,1.991984869,0,0.592537
3.865,-1.131288186,0,0.330096,1.99764131,0,0.59422
3.87,-1.131288186,0,0.330096,2.003297751,0,0.595902
3.875,-1.131288186,0,0.330096,2.008954192,0,0.597585
3.88,-1.131288186,0,0.330096,2.014610633,0,0.599267
3.885,-1.131288186,0,0.330096,2.020267074,0,0.60095
3.89,-1.131288186,0,0.330096,2.025923515,0,0.602632
3.895,-1.131288186,0,0.330096,2.031579956,0,0.604315
3.9,-1.131288186,0,0.330096,2.037236397,0,0.605998
3.905,-1.131288186,0,0.330096,2.042892837,0,0.60768
3.91,-1.131288186,0,0.330096,2.048549278,0,0.609363
3.915,-1.131288186,0,0.330096,2.054205719,0,0.611045
3.92,-1.131288186,0,0.330096,2.05986216,0,0.612728
3.925,-1.131288186,0,0.330096,2.065518601,0,0.61441
3.93,-1.131288186,0,0.330096,2.071175042,0,0.616093
3.935,-1.131288186,0,0.330096,2.076831483,0,0.617776
3.94,-1.131288186,0,0.330096,2.082487924,0,0.619458
3.945,-1.131288186,0,0.330096,2.088144365,0,0.621141
3.95,-1.131288186,0,0.330096,2.093800806,0,0.622823
3.955,-1.131288186,0,0.330096,2.099457247,0,0.624506
3.96,-1.131288186,0,0.330096,2.105113688,0,0.626188
3.965,-1.131288186,0,0.330096,2.110770129,0,0.627871
3.97,-1.131288186,0,0.330096,2.11642657,0,0.629554
3.975,-1.131288186,0,0.330096,2.12208301,0,0.631236
3.98,-1.131288186,0,0.330096,2.127739451,0,0.632919
3.985,-1.131288186,0,0.330096,2.133395892,0,0.634601
3.99,-1.131288186,0,0.330096,2.139052333,0,0.636284
3.995,-1.131288186,0,0.330096,2.144708774,0,0.637966
4,-1.131288186,0,0.330096,2.150365215,0,0.639649
4.005,-1.131288186,0,0.330096,2.156021656,0,0.641332
4.01,-1.131288186,0,0.330096,2.161678097,0,0.643014
4.015,-1.131288186,0,0.330096,2.167334538,0,0.644697
4.02,-1.131288186,0,0.330096,2.172990979,0,0.646379
4.025,-1.131288186,0,0.330096,2.17864742,0,0.648062
4.03,-1.131288186,0,0.330096,2.184303861,0,0.649744
4.035,-1.131288186,0,0.330096,2.189960302,0,0.651427
4.04,-1.131288186,0,0.330096,2.195616743,0,0.653109
4.045,-1.131288186,0,0.330096,2.201273183,0,0.654792
4.05,-1.131288186,0,0.330096,2.206929624,0,0.656475
4.055,-1.131288186,0,0.330096,2.212586065,0,0.658157
4.06,-1.131288186,0,0.330096,2.218242506,0,0.65984
4.065,-1.131288186,0,0.330096,2.223898947,0,0.661522
4.07,-1.131288186,0,0.330096,2.229555388,0,0.663205
4.075,-1.131288186,0,0.330096,2.235211829,0,0.664887
4.08,-1.131288186,0,0.330096,2.24086827,0,0.66657
4.085,-1.131288186,0,0.330096,2.246524711,0,0.668253
4.09,-1.131288186,0,0.330096,2.252181152,0,0.669935
4.095,-1.131288186,0,0.330096,2.257837593,0,0.671618
4.1,-1.131288186,0,0.330096,2.263494034,0,0.6733
4.105,-1.131288186,0,0.330096,2.269150475,0,0.674983
4.11,-1.131288186,0,0.330096,2.274806916,0,0.676665
4.115,-1.131288186,0,0.330096,2.280463357,0,0.678348
4.12,-1.131288186,0,0.330096,2.286119797,0,0.680031
4.125,-1.131288186,0,0.330096,2.291776238,0,0.681713
4.13,-1.131288186,0,0.330096,2.297432679,0,0.683396
4.135,-1.131288186,0,0.330096,2.30308912,0,0.685078
4.14,-1.131288186,0,0.330096,2.308745561,0,0.686761
4.145,-1.131288186,0,0.330096,2.314402002,0,0.688443
4.15,-1.131288186,0,0.330096,2.320058443,0,0.690126
4.155,-1.131288186,0,0.330096,2.325714884,0,0.691809
4.16,-1.131288186,0,0.330096,2.331371325,0,0.693491
4.165,-1.131288186,0,0.330096,2.337027766,0,0.695174
4.17,-1.131288186,0,0.330096,2.342684207,0,0.696856
4.175,-1.131288186,0,0.330096,2.348340648,0,0.698539
4.18,-1.131288186,0,0.330096,2.353997089,0,0.700221
4.185,-1.131288186,0,0.330096,2.35965353,0,0.701904
4.19,-1.131288186,0,0.330096,2.36530997,0,0.703587
4.195,-1.131288186,0,0.330096,2.370966411,0,0.705269
4.2,-1.131288186,0,0.330096,2.376622852,0,0.706952
4.205,-1.131288186,0,0.330096,2.382279293,0,0.708634
4.21,-1.131288186,0,0.330096,2.387935734,0,0.710317
4.215,-1.131288186,0,0.330096,2.393592175,0,0.711999
4.22,-1.131288186,0,0.330096,2.399248616,0,0.713682
4.225,-1.131288186,0,0.330096,2.404905057,0,0.715365
4.23,-1.131288186,0,0.330096,2.410561498,0,0.717047
4.235,-1.131288186,0,0.330096,2.416217939,0,0.71873
4.24,-1.131288186,0,0.330096,2.42187438,0,0.720412
4.245,-1.131288186,0,0.330096,2.427530821,0,0.722095
4.25,-1.131288186,0,0.330096,2.433187262,0,0.723777
4.255,-1.131288186,0,0.330096,2.438843703,0,0.72546
4.26,-1.131288186,0,0.330096,2.444500143,0,0.727142
4.265,-1.131288186,0,0.330096,2.450156584,0,0.728825
4.27,-1.131288186,0,0.330096,2.455813025,0,0.730508
4.275,-1.131288186,0,0.330096,2.461469466,0,0.73219
4.28,-1.131288186,0,0.330096,2.467125907,0,0.733873
4.285,-1.131288186,0,0.330096,2.472782348,0,0.735555
4.29,-1.131288186,0,0.330096,2.478438789,0,0.737238
4.295,-1.131288186,0,0.330096,2.48409523,0,0.73892
4.3,-1.131288186,0,0.330096,2.489751671,0,0.740603
4.305,-1.131288186,0,0.330096,2.495408112,0,0.742286
4.309058991,-1.131288186,0,0.330096,2.5,0,0.743652
4.309058991,-1.131288186,0,0.330096,2.5,0,0.743652
4.31,-1.131278168,0,0.330093,2.501064549,0,0.743968
4.315,-1.130888941,0,0.329979,2.506719984,0,0.74565
4.32,-1.129934379,0,0.329701,2.512371794,0,0.747332
4.325,-1.128414972,0,0.329257,2.518017387,0,0.749011
4.33,-1.126331486,0,0.328649,2.523653989,0,0.750688
4.335,-1.123684925,0,0.327877,2.529278999,0,0.752361
4.34,-1.120476588,0,0.326941,2.534889577,0,0.75403
4.345,-1.11670797,0,0.325841,2.540482784,0,0.755694
4.35,-1.112381065,0,0.324579,2.546055775,0,0.757351
4.355,-1.10749795,0,0.323154,2.551605734,0,0.759002
4.36,-1.102061044,0,0.321567,2.557129874,0,0.760645
4.365,-1.096073211,0,0.31982,2.562625451,0,0.76228
4.37,-1.089537248,0,0.317913,2.568089699,0,0.763906
4.375,-1.082456557,0,0.315847,2.573519891,0,0.765521
4.38,-1.074834596,0,0.313623,2.578913303,0,0.767125
4.385,-1.066675188,0,0.311242,2.584267248,0,0.768718
4.39,-1.057982467,0,0.308706,2.58957908,0,0.770298
4.395,-1.048760796,0,0.306015,2.594846145,0,0.771865
4.4,-1.039014779,0,0.303171,2.600065809,0,0.773417
4.405,-1.028749235,0,0.300176,2.605235447,0,0.774955
4.41,-1.017969343,0,0.297031,2.610352471,0,0.776477
