time,L2.i,L3.i,L1.i,L1.ICP.di,L2.ICP.di,C2.vinternal,C1.vinternal,L2.iinternal,L3.iinternal,L1.iinternal
0.02052738712,0.001148456552,-0.3569798334,-0.006033054251,37.13360668,0.6577302667,1.131330597,-0.4473256741,0.001148456552,-0.3569798334,-0.006033054251
0.02106990753,0.001487075139,-0.2613448284,0.02404178399,73.46601558,0.5873620467,1.215083484,-0.8195020638,0.001487075139,-0.2613448284,0.02404178399
0.02151616426,0.001733826617,-0.1765789877,0.06321068131,101.7887665,0.5166559801,1.263750753,-1.108463874,0.001733826617,-0.1765789877,0.06321068131
0.021962421,0.001946642986,-0.08784376354,0.1145906796,128.1031204,0.4356008318,1.293025075,-1.375808664,0.001946642986,-0.08784376354,0.1145906796
0.02235501656,0.002102474936,-0.007711360028,0.1690904227,149.1814789,0.357165041,1.30217081,-1.588939071,0.002102474936,-0.007711360028,0.1690904227
0.02270674587,0.002215038709,0.06479292885,0.2246013995,166.142109,0.2822604303,1.296926383,-1.759532704,0.002215038709,0.06479292885,0.2246013995
0.02305847518,0.002300610791,0.1371441061,0.2857259883,181.0690467,0.2037866563,1.278934784,-1.90871388,0.002300610791,0.1371441061,0.2857259883
0.02336431197,0.002352236492,0.1993073921,0.342857909,192.2530859,0.1335626347,1.253003708,-2.019594423,0.002352236492,0.1993073921,0.342857909
0.02367014876,0.002382166631,0.2602240888,0.4031407047,201.6581257,0.06198743138,1.217660071,-2.111867096,0.002382166631,0.2602240888,0.4031407047
0.02391772854,0.00239029216,0.3082688787,0.4538665742,207.9085785,0.003634681902,1.182311297,-2.172338502,0.00239029216,0.3082688787,0.4538665742
