time,Transistor1.b.i,Transistor2.b.i,R1.p.i,R4.p.i,R2.p.i,R3.p.i,Transistor1.rtc.p.i,Transistor1.Tr.B.i,C3.v,C2.v,Transistor2.Tr.vcs,Transistor1.Tr.vbe,Transistor2.Tr.vbe,Transistor2.Tr.vbc,Transistor1.Tr.vcs,Transistor2.rtc.p.i,Transistor2.ct.p.i,Transistor1.Tr.iS,Transistor2.Tr.iS,C4.v,C1.v,Transistor2.ct.v,Transistor1.Tr.C.v,Transistor2.Tr.C.v,Transistor1.ct.v,C5.v
1.123629846e-09,0.04495645028,-0.0005277187278,0.04869463799,0.1411137504,0.1424959283,0.0005277176755,-0.1190009111,0.03961853635,5.277176755e-08,0.7504071729,0.8884247625,0.896985653,0.7039878413,-0.8883983238,0.7385070818,-0.002001947105,5.26829162e-07,-0.0002039434508,-0.001391147655,-0.8886249572,0.1952720729,2.643870816e-05,0.7385070818,0.8884247625,0.1930242504,-0.7039614026
1.141964673e-09,0.03935530303,-0.0005285377346,0.04252557215,0.14085892,0.1424578672,0.0005285378353,-0.1243062285,0.03472942732,5.285378353e-08,0.7542132795,0.9139083577,0.8981283908,0.7042172115,-0.913881878,0.7417826566,-0.001996435108,-5.071822698e-08,-0.0001546710736,-0.001388655256,-0.9141080013,0.1959054242,2.647974052e-05,0.7417826566,0.9139083577,0.193937659,-0.7041907318
1.161848697e-09,0.03386945847,-0.0005273566667,0.03642217868,0.1405830738,0.1424268492,0.0005273577044,-0.1292448613,0.03001190343,5.273577044e-08,0.7573150768,0.9414935856,0.8991485648,0.7043940291,-0.941467165,0.7443905907,-0.001990353278,-5.201125475e-07,-0.0001089876931,-0.001385957881,-0.9416926209,0.1964744292,2.642056911e-05,0.7443905907,0.9414935856,0.1947809563,-0.7043676085
1.1834516e-09,0.02856524201,-0.0005242569708,0.03044553961,0.1402839893,0.1424034283,0.0005242587613,-0.133763411,0.02553202699,5.242587613e-08,0.7596571715,0.9714026954,0.9000479826,0.7045492275,-0.9713764302,0.7462808304,-0.001983742991,-8.972065852e-07,-6.737631368e-05,-0.001383032904,-0.9716010697,0.1969532825,2.626527442e-05,0.7462808304,0.9714026954,0.1955250204,-0.7045229622
1.206971738e-09,0.02349825938,-0.0005193011202,0.02464526522,0.1399590791,0.1423880555,0.0005193035098,-0.1378150342,0.02134672043,5.193035098e-08,0.7611944469,1.003894424,0.9008287406,0.7047203575,-1.003868407,0.7474129435,-0.001976660112,-1.197303799e-06,-3.026111263e-05,-0.001379853903,-1.00409209,0.197309313,2.601698636e-05,0.7474129435,1.003894424,0.1961344,-0.7046943405
1.232656066e-09,0.01870982976,-0.0005125188549,0.0190553866,0.1396051256,0.1423810557,0.0005125217192,-0.1413621169,0.01750081331,5.125217192e-08,0.7618944317,1.039290524,0.9014935114,0.7049536841,-1.039264847,0.74775822,-0.001969175949,-1.435131778e-06,2.017019337e-06,-0.00137638799,-1.039487442,0.197500996,2.567719492e-05,0.74775822,1.039290524,0.1965655045,-0.7049280069
1.260832195e-09,0.01422422291,-0.0005038845304,0.01369071754,0.1392178555,0.1423826272,0.0005038877737,-0.1443773382,0.01402519526,5.038877737e-08,0.7617372775,1.078018311,0.9020455463,0.7053075018,-1.077993067,0.7472995437,-0.001961380988,-1.62492583e-06,2.920957097e-05,-0.001372591506,-1.078214449,0.1974745003,2.52446153e-05,0.7472995437,1.078018311,0.1967632892,-0.7052822571
1.291970479e-09,0.01004563332,-0.0004932766534,0.00854210273,0.1387911145,0.1423928748,0.0004932802079,-0.1468433025,0.01093553748,4.932802079e-08,0.7607125187,1.12069321,0.9024884834,0.7058581871,-1.120668497,0.7460281885,-0.00195339349,-1.780876053e-06,5.115535119e-05,-0.00136840166,-1.120888549,0.1971572912,2.471316069e-05,0.7460281885,1.12069321,0.1966550095,-0.7058334739
1.326824256e-09,0.006152754133,-0.0004803921223,0.003567025531,0.1383149993,0.1424119087,0.0004803959512,-0.1487501302,0.008230865952,4.803959512e-08,0.7588091293,1.168305533,0.9028258759,0.7067130622,-1.168281466,0.7439341162,-0.001945378363,-1.918384428e-06,6.775429655e-05,-0.001363717619,-1.168500071,0.1964445191,2.406764571e-05,0.7439341162,1.168305533,0.1961368814,-0.7066889945
1.366865822e-09,0.002479672759,-0.0004644982586,-0.001342094533,0.1377700296,0.1424401774,0.0004645023658,-0.1500896342,0.005887303484,4.645023658e-08,0.7559822571,1.22280328,0.9030601958,0.708046075,-1.222780009,0.7409732937,-0.001937584911,-2.057790132e-06,7.890092234e-05,-0.001358341737,-1.222997038,0.1951613758,2.327136317e-05,0.7409732937,1.22280328,0.1950373922,-0.7080228036
1.415204721e-09,-0.001103190097,-0.0004438193008,-0.006402567124,0.1371149969,0.1424791591,0.0004438237629,-0.1508220798,0.0038644366,4.438237629e-08,0.7520840942,1.288307253,0.9031871067,0.7101980887,-1.288285018,0.7370018862,-0.001930583166,-2.235665983e-06,8.41514052e-05,-0.001351855352,-1.288500311,0.1929560938,2.223534742e-05,0.7370018862,1.288307253,0.1930112533,-0.7101758534
1.465157878e-09,-0.004100512872,-0.0004204639757,-0.01090471114,0.1364413808,0.1425210941,0.0004204688977,-0.1508699037,0.002431984449,4.204688977e-08,0.7478905897,1.355669248,0.9031945751,0.7130786559,-1.355648183,0.7328035994,-0.001926764813,-2.466168965e-06,8.303273797e-05,-0.001345149465,-1.355861924,0.1899319588,2.106524567e-05,0.7328035994,1.355669248,0.1901369844,-0.7130575906
1.51732062e-09,-0.006692151943,-0.0003931746388,-0.01503740329,0.1357415422,0.1425635032,0.000393180241,-0.1504047986,0.001425483246,3.93180241e-08,0.7436496809,1.425653028,0.9031124159,0.7168182398,-1.42563333,0.7286092011,-0.001927562826,-2.807071715e-06,7.714429113e-05,-0.001338132218,-1.425845785,0.1859792666,1.969804996e-05,0.7286092011,1.425653028,0.1863138742,-0.7167985417
1.571667008e-09,-0.008980606654,-0.000360119936,-0.01889147951,0.1350163015,0.1426038316,0.0003601266056,-0.1495554976,0.0007350659527,3.601266056e-08,0.7396168413,1.498176308,0.9029621677,0.7215147167,-1.498158266,0.7246612916,-0.001935392386,-3.341959635e-06,6.770527372e-05,-0.001330785929,-1.498369847,0.1810164626,1.804200946e-05,0.7246612916,1.498176308,0.181465493,-0.7214966747
1.627349688e-09,-0.01101547887,-0.0003187428746,-0.02248072507,0.1342773761,0.1426394265,0.0003187512463,-0.1484419475,0.0002783914972,3.187512463e-08,0.7360573458,1.572067011,0.9027637367,0.7271664048,-1.572051042,0.7212131511,-0.001953811057,-4.194921656e-06,5.587041563e-05,-0.001323189652,-1.572262392,0.175062527,1.596901886e-05,0.7212131511,1.572067011,0.175613301,-0.7271504358
1.68333892e-09,-0.0128316475,-0.0002650828178,-0.0258015054,0.133538663,0.1426683266,0.0002650939002,-0.1471713321,-1.550792495e-05,2.650939002e-08,0.7331673351,1.645934925,0.9025351129,0.7336877277,-1.645921644,0.7184502019,-0.001987771982,-5.55334166e-06,4.266961484e-05,-0.001315429037,-1.646133702,0.1682190835,1.328065028e-05,0.7184502019,1.645934925,0.1688606659,-0.7336744471
1.739328152e-09,-0.01447569009,-0.0001921421259,-0.02888432053,0.1328043242,0.1426897002,0.0001921575499,-0.1458117302,-0.0002074526876,1.921575499e-08,0.7310299765,1.719363084,0.9022877736,0.7410223001,-1.719353458,0.7164488035,-0.002044912531,-7.728965201e-06,2.873999537e-05,-0.001307463014,-1.719567575,0.1605513153,9.626322051e-06,0.7164488035,1.719363084,0.1612750998,-0.7410126738
1.795317384e-09,-0.01598980349,-8.816436488e-05,-0.03176432642,0.1320744965,0.1427032043,8.818680153e-05,-0.1443993603,-0.0003457012289,8.818680153e-09,0.7296795686,1.792336594,0.9020278071,0.749134661,-1.792332177,0.7152396325,-0.002137524613,-1.1243091e-05,1.440635156e-05,-0.001299159577,-1.792550347,0.1520980729,4.417036924e-06,0.7152396325,1.792336594,0.1528975631,-0.749130244
1.851306616e-09,-0.01741003531,6.615339258e-05,-0.03447089719,0.1313494036,0.1427086397,-6.611954868e-05,-0.1429493451,-0.000472842658,-6.611954868e-09,0.7291360262,1.864831098,0.9017576692,0.7579818056,-1.864834412,0.7148410917,-0.002285408617,-1.695927314e-05,-2.137778673e-07,-0.001290305824,-1.865059639,0.1429020476,-3.314281584e-06,0.7148410917,1.864831098,0.1437725493,-0.7579851199
1.907295849e-09,-0.01877566733,0.0003026018631,-0.03703704035,0.1306294102,0.1427058367,-0.0003025493725,-0.1414564439,-0.0006351606025,-3.025493725e-08,0.7294163322,1.936806903,0.9014761368,0.7675126364,-1.936822063,0.7152706878,-0.002520725538,-2.630305425e-05,-1.520937435e-05,-0.00128055559,-1.937058975,0.1330095567,-1.516034809e-05,0.7152706878,1.936806903,0.13394834,-0.7675277967
1.963285081e-09,-0.02013968739,0.0006734380268,-0.03950989879,0.1299151109,0.1426945323,-0.0006733550224,-0.1398912231,-0.0008932577389,-6.733550224e-08,0.7305467655,2.008199308,0.9011773831,0.7776663479,-2.008233047,0.7165576432,-0.002895997126,-4.159307128e-05,-3.09217503e-05,-0.001269343297,-2.008488908,0.1224703116,-3.373923684e-05,0.7165576432,2.008199308,0.123477296,-0.7777000871
2.019274313e-09,-0.02158216566,0.00126369702,-0.04196415492,0.1292074756,0.1426742132,-0.001263564345,-0.1381907022,-0.001335736308,-1.263564345e-07,0.7325786804,2.078902729,0.9008489102,0.7883693211,-2.07896604,0.7187596102,-0.003497062916,-6.648221981e-05,-4.80476291e-05,-0.001255745118,-2.079252436,0.1113371695,-6.331120746e-05,0.7187596102,2.078902729,0.1124162778,-0.7884326324
2.068320419e-09,-0.02300690865,0.002066070434,-0.04419158824,0.1285942935,0.1426482423,-0.002065870458,-0.1365025004,-0.001979163475,-2.065870458e-07,0.7351757745,2.140138945,0.9005190962,0.7981247613,-2.140242455,0.7215255245,-0.004317099971,-0.0001002026999,-6.516308389e-05,-0.001240717079,-2.140570655,0.1011404793,-0.0001035101087,0.7215255245,2.140138945,0.1022908247,-0.7982282714
2.117366525e-09,-0.02471006311,0.003273932314,-0.04661619105,0.1279890893,0.1426134365,-0.003273632449,-0.1345026071,-0.002997112173,-3.273632449e-07,0.7386563528,2.200534993,0.9001238025,0.8081543636,-2.200699017,0.7252060921,-0.00556075075,-0.0001502520607,-8.561046758e-05,-0.001221172923,-2.201091068,0.09056991177,-0.000164023979,0.7252060921,2.200534993,0.09180541493,-0.8083183876
2.16641263e-09,-0.02686066857,0.00507082764,-0.04940434512,0.1273943855,0.142567894,-0.005070385635,-0.132007734,-0.004565977377,-5.070385635e-07,0.743210603,2.259817385,0.899623583,0.818360526,-2.260071433,0.7300098296,-0.007440661268,-0.000221467951,-0.0001113464038,-0.001194857371,-2.260561451,0.07966597512,-0.0002540484206,0.7300098296,2.259817385,0.08100900855,-0.8186145745
2.215458736e-09,-0.02966837372,0.007682930242,-0.05276335489,0.1268139393,0.1425086399,-0.007682297925,-0.1287562517,-0.006900752268,-7.682297925e-07,0.7491360074,2.317580382,0.898958982,0.8286202412,-2.317965297,0.7362603822,-0.01025690715,-0.0003168149908,-0.0001451290177,-0.001158618057,-2.318606073,0.06847040741,-0.0003849147419,0.7362603822,2.317580382,0.0699538261,-0.8290051559
2.264382286e-09,-0.03333905477,0.01133116767,-0.05689604764,0.1262545658,0.1424314419,-0.01133030403,-0.1244120332,-0.01020740156,-1.133030403e-06,0.7568558145,2.373104022,0.8980463212,0.8387567923,-2.373671713,0.7444146112,-0.01439402048,-0.0004326987709,-0.0001904387745,-0.001108503296,-2.374543424,0.05705488475,-0.000567691414,0.7444146112,2.373104022,0.05872183749,-0.8393244837
2.301893845e-09,-0.03683505527,0.01493206038,-0.06068578889,0.1258435546,0.1423561645,-0.01493100683,-0.1200774384,-0.01349042843,-1.493100683e-06,0.7643835468,2.413768764,0.8971046195,0.8463532309,-2.41451686,0.752375803,-0.01875776101,-0.0005278343913,-0.0002356738938,-0.001057649577,-2.41564454,0.04816153965,-0.0007480961195,0.752375803,2.413768764,0.05000329242,-0.8471013271
2.335182092e-09,-0.04042906028,0.01870772325,-0.0644959413,0.1254955845,0.1422744826,-0.01870651475,-0.1153264305,-0.01693341726,-1.870651475e-06,0.7725517417,2.448072149,0.8960332703,0.8528896552,-2.449009405,0.7610190986,-0.02369400695,-0.0006054585387,-0.0002851287141,-0.001001573105,-2.450441549,0.04018490523,-0.0009372568138,0.7610190986,2.448072149,0.04220635824,-0.853826912
2.368470338e-09,-0.04440098667,0.02294140244,-0.06864181004,0.1251670439,0.1421756878,-0.02294007873,-0.109598113,-0.02077745616,-2.294007873e-06,0.7824312212,2.480318178,0.8946814953,0.8591687456,-2.481467542,0.7714714099,-0.02977434187,-0.0006631656805,-0.0003444904974,-0.0009339018079,-2.483295612,0.03214333623,-0.00114936413,0.7714714099,2.480318178,0.03436338557,-0.8603181097
2.401758584e-09,-0.04857467588,0.02745151909,-0.07294699157,0.1248618427,0.142056439,-0.02745015009,-0.1028109718,-0.02483159784,-2.745015009e-06,0.7943561049,2.510106429,0.8929848347,0.8651298552,-2.51148175,0.7840750078,-0.03709297048,-0.000685842841,-0.0004143889165,-0.0008538937854,-2.513815726,0.02405092471,-0.001375320969,0.7840750078,2.510106429,0.0264796585,-0.8665051762
2.435046831e-09,-0.05267019598,0.03195171841,-0.0771313835,0.1245840794,0.1419132388,-0.0319504055,-0.09495066404,-0.02880043977,-3.19504055e-06,0.8086761177,2.537024884,0.8908723709,0.8707162482,-2.538625665,0.7991810513,-0.0456717797,-0.0006577254477,-0.0004946881554,-0.0007616322309,-2.541592062,0.0159218319,-0.001600780961,0.7991810513,2.537024884,0.01855534169,-0.8723170292
2.468335077e-09,-0.05631039807,0.03605772037,-0.08081773588,0.12433775,0.1417427046,-0.03605659113,-0.08609766413,-0.03229401414,-3.605659113e-06,0.8257295418,2.560681881,0.8882692629,0.8758769873,-2.562488372,0.8171197754,-0.05543114783,-0.0005656866798,-0.0005842297829,-0.0006582941556,-2.566224995,0.007770264018,-0.001806491677,0.8171197754,2.560681881,0.01058578392,-0.8776834789
2.501623324e-09,-0.0590535883,0.03931847215,-0.0835643143,0.1241263714,0.1415419208,-0.0393176667,-0.0764485813,-0.03486502728,-3.93176667e-06,0.8458079161,2.580746131,0.8851013078,0.8805683224,-2.582715986,0.838163058,-0.06616733111,-0.0004034526443,-0.0006806544769,-0.0005463432104,-2.587362864,-0.0003895494069,-0.001969855374,0.838163058,2.580746131,0.002563130008,-0.8825381778
2.53491157e-09,-0.06046016071,0.04127839291,-0.08493152167,0.1239525512,0.1413088402,-0.04127803998,-0.06632255049,-0.03608104388,-4.127803998e-06,0.8691159832,2.596990411,0.8813027468,0.8847550652,-2.599058458,0.8624837281,-0.07754471604,-0.0001767302549,-0.0007804020606,-0.0004295443564,-2.604744882,-0.008543373889,-0.00206804745,0.8624837281,2.596990411,-0.005520365853,-0.8868231126
2.568199817e-09,-0.06019604433,0.04157413389,-0.08458533504,0.1238175732,0.1410426648,-0.04157431701,-0.0561426283,-0.03563302612,-4.157431701e-06,0.8957335216,2.609331417,0.8768284385,0.8884127567,-2.611414282,0.8901192588,-0.08911266614,9.183372455e-05,-0.0008789902075,-0.000312703061,-2.618242684,-0.0166769846,-0.002082864126,0.8901192588,2.609331417,-0.01366718238,-0.8904956208
2.601488063e-09,-0.0581582154,0.04005515902,-0.08242281648,0.1237210919,0.1407441114,-0.04005587993,-0.04638404213,-0.03346144513,-4.005587993e-06,0.9255888564,2.617855278,0.8716698087,0.8915313131,-2.619862042,0.9209504521,-0.1003552826,0.0003612551225,-0.0009716357435,-0.0002010597413,-2.627890807,-0.02477617875,-0.002006763539,0.9209504521,2.617855278,-0.02186826798,-0.8935380767
2.634899954e-09,-0.05455611157,0.03687156554,-0.07865284714,0.1236608918,0.1404141758,-0.03687272472,-0.03746027812,-0.02982773049,-3.687272472e-06,0.9585824165,2.622829791,0.8658469893,0.8941285036,-2.624677057,0.9548363887,-0.1108103224,0.000580802239,-0.001054433513,-9.903380439e-05,-2.633910824,-0.03285658544,-0.001847265549,0.9548363887,2.622829791,-0.03012877986,-0.8959757692
2.671821347e-09,-0.04942443794,0.03202147663,-0.07328620972,0.1236327117,0.1400186657,-0.03202290242,-0.0289991768,-0.024825453,-3.202290242e-06,0.9981334346,2.624635452,0.8587811932,0.896417345,-2.626239728,0.995233517,-0.1209337569,0.000714332508,-0.001130803644,-2.029934209e-06,-2.636728827,-0.04171164986,-0.001604276122,0.995233517,2.624635452,-0.03924042796,-0.8980216211
2.70874274e-09,-0.04398092763,0.02665887475,-0.06755632854,0.1236387543,0.1395964333,-0.0266603183,-0.02217187514,-0.01968360484,-2.66603183e-06,1.040356667,2.623193706,0.8512339243,0.8981697194,-2.624529315,1.03813948,-0.129308643,0.0007232034108,-0.001190506732,7.688201802e-05,-2.63612457,-0.05047045128,-0.00133560977,1.03813948,2.623193706,-0.0482714049,-0.8995053292
2.745664133e-09,-0.03896749981,0.02158743218,-0.06220586749,0.1236724078,0.1391535124,-0.02158871829,-0.01689594999,-0.01509827296,-2.158871829e-06,1.084648757,2.619163868,0.8433972368,0.8994814735,-2.620245399,1.082959162,-0.135953533,0.0006443079104,-0.0012349513,0.0001385679789,-2.632759222,-0.05911414218,-0.001081530481,1.082959162,2.619163868,-0.05716576719,-0.9005630039
2.782585526e-09,-0.0347395379,0.01725958213,-0.0575910772,0.1237275372,0.1386952893,-0.01726063868,-0.01293525873,-0.01137140666,-1.726063868e-06,1.130471069,2.613138754,0.8354279055,0.9004503985,-2.61400346,1.129177543,-0.1410752877,0.0005292981689,-0.001266807794,0.0001855014289,-2.627246283,-0.06762417509,-0.0008647051702,1.129177543,2.613138754,-0.06588719819,-0.9013151037
2.819506919e-09,-0.03133319052,0.01379367376,-0.05374903919,0.1237989575,0.1382261546,-0.01379450104,-0.01001182411,-0.008506043236,-1.379450104e-06,1.177384537,2.605608934,0.8274374614,0.9011620743,-2.606299998,1.176383355,-0.144953125,0.000414438495,-0.001288909001,0.000220594946,-2.620104247,-0.07598233556,-0.0006910631379,1.176383355,2.605608934,-0.07441567604,-0.9018531375
2.856428312e-09,-0.02862931166,0.01111870012,-0.05056160367,0.1238825368,0.1377494913,-0.01111933051,-0.007872403631,-0.006370471911,-1.111933051e-06,1.225050866,2.596960334,0.8195022407,0.901684493,-2.597517381,1.224263626,-0.1478598353,0.000315801622,-0.001303714398,0.0002465405996,-2.611746318,-0.08417076473,-0.0005570469388,1.224263626,2.596960334,-0.08273929915,-0.9022415399
2.893349705e-09,-0.02646992554,0.00909658656,-0.04787187155,0.123975094,0.1372678225,-0.009097059738,-0.006311714328,-0.004805006889,-9.097059738e-07,1.273217746,2.587487835,0.8116761276,0.9020688782,-2.587943574,1.272586575,-0.1500276478,0.0002370397697,-0.00131316862,0.0002655677529,-2.6024906,-0.09217198584,-0.000455739034,1.272586575,2.587487835,-0.09084848956,-0.9025246172
2.930271097e-09,-0.02471002804,0.007585310851,-0.04553600752,0.1240742276,0.1367829963,-0.007585663159,-0.005172812059,-0.003666763213,-7.585663159e-07,1.321700371,2.577413112,0.8039994282,0.9023528391,-2.577793136,1.321183089,-0.1516412419,0.0001764886591,-0.001318738855,0.0002794234837,-2.592577236,-0.09996893643,-0.0003800241089,1.321183089,2.577413112,-0.09873343503,-0.9027328632
2.96719249e-09,-0.02323271919,0.006462471167,-0.0434383764,0.1241781443,0.1362963531,-0.006462732457,-0.004339359549,-0.002841576105,-6.462732457e-07,1.370364688,2.566901341,0.7965040882,0.9025636856,-2.567225111,1.369930752,-0.1528422994,0.0001308928673,-0.001321504876,0.0002894372979,-2.582185571,-0.1075450033,-0.0003237698316,1.369930752,2.566901341,-0.1063833673,-0.9028874555
3.004113883e-09,-0.02194933467,0.005630360904,-0.04149167406,0.124285512,0.1358088607,-0.00563055444,-0.003726561189,-0.00224298501,-5.63055444e-07,1.41911393,2.556075059,0.7892166659,0.9027211758,-2.55635714,1.418741273,-0.1537373935,9.695122022e-05,-0.001322250605,0.0002966047115,-2.571448798,-0.1148840578,-0.0002820811006,1.418741273,2.556075059,-0.113786591,-0.9030032569
3.041035276e-09,-0.02079483673,0.005013966831,-0.03963231591,0.124395344,0.1353212163,-0.005014110241,-0.003273174358,-0.001807341986,-5.014110241e-07,1.467878373,2.545025018,0.7821600542,0.9028396034,-2.545276217,1.467551056,-0.1544058182,7.18402544e-05,-0.001321541036,0.0003016645703,-2.560465599,-0.1219704908,-0.0002511997526,1.467551056,2.545025018,-0.1209307489,-0.9030908031
3.077956669e-09,-0.01972249994,0.004556917002,-0.03781511944,0.1245069094,0.1348339222,-0.004557023434,-0.002935169378,-0.001488530816,-4.557023434e-07,1.51660778,2.533818435,0.7753545077,0.9029293276,-2.534046737,1.516314263,-0.1549062295,5.331620366e-05,-0.001319781987,0.0003051627311,-2.549309058,-0.1287892464,-0.0002283015525,1.516314263,2.533818435,-0.1278031214,-0.9031576291
3.114878062e-09,-0.01869925361,0.004217356264,-0.03600864294,0.1246196665,0.134347341,-0.00421743544,-0.002680944227,-0.001253435739,-4.21743544e-07,1.565265903,2.522505158,0.7688182744,0.9029978766,-2.522716448,1.564997809,-0.1552819007,3.966224081e-05,-0.001317264677,0.0003075017165,-2.538033348,-0.1353258545,-0.0002112895568,1.564997809,2.522505158,-0.1343908918,-0.9032091661
3.151799455e-09,-0.01770199412,0.003964414086,-0.034191494,0.124733213,0.1338617345,-0.003964473159,-0.002487809675,-0.001078389357,-3.964473159e-07,1.613826545,2.511122226,0.7625679946,0.9030507391,-2.511320843,1.613577764,-0.1555647359,2.959223731e-05,-0.00131419826,0.0003089783137,-2.526678699,-0.1415664614,-0.0001986171516,1.613577764,2.511122226,-0.1406813617,-0.9032493563
3.189133164e-09,-0.01670379409,0.00377358122,-0.03232879982,0.1248485248,0.1333718899,-0.003773625306,-0.002337995646,-0.0009452326608,-3.773625306e-07,1.662811006,2.499569488,0.7565542784,0.9030923369,-2.499758545,1.662577206,-0.1557803369,2.208438221e-05,-0.001310692828,0.0003098179028,-2.515147522,-0.1475623046,-0.0001890564235,1.662577206,2.499569488,-0.1467271149,-0.9032813934
3.22723348e-09,-0.01568421544,0.003628398182,-0.03039221854,0.1249664818,0.132873362,-0.003628431019,-0.002219720014,-0.0008419781713,-3.628431019e-07,1.712663797,2.487757233,0.7507497655,0.9031256395,-2.487939016,1.712441825,-0.1559459141,1.644913072e-05,-0.001306811453,0.0003101697731,-2.503351825,-0.1533418675,-0.0001817827522,1.712441825,2.487757233,-0.1525576568,-0.9033074223
3.266447177e-09,-0.01462589084,0.003517333233,-0.02835565881,0.1250879878,0.1323618306,-0.003517357595,-0.002124814894,-0.0007603616759,-3.517357595e-07,1.763816939,2.475593868,0.7451415345,0.9031527374,-2.475770087,1.763604457,-0.1560735516,1.220392781e-05,-0.001302585548,0.0003101358996,-2.491201224,-0.1589187159,-0.0001762183974,1.763604457,2.475593868,-0.1581874214,-0.9033289558
3.307122799e-09,-0.01351310112,0.003432113449,-0.02619380103,0.1252139773,0.1318329961,-0.003432131423,-0.002047479257,-0.0006945385367,-3.432131423e-07,1.81670039,2.462985074,0.7397315841,0.9031751412,-2.463157022,1.816495642,-0.1561719291,9.00368727e-06,-0.001298025159,0.0003097866856,-2.478602267,-0.164291161,-0.0001719488856,1.816495642,2.462985074,-0.163615506,-0.9033470901
3.349625625e-09,-0.01233068375,0.003366661052,-0.02388077206,0.1253454468,0.1312824006,-0.00336667422,-0.001983494396,-0.0006402655611,-3.36667422e-07,1.871759938,2.449830581,0.7345374478,0.9031939719,-2.449999251,1.871561588,-0.1562474197,6.596348729e-06,-0.001293124313,0.0003091707157,-2.465455323,-0.1694417281,-0.00016866972,1.871561588,2.449830581,-0.1688251939,-0.9033626416
3.39435604e-09,-0.01106313477,0.003316412922,-0.02138889472,0.1254834992,0.1307052083,-0.003316422493,-0.001929728461,-0.0005943812878,-3.316422493e-07,1.929479166,2.436019605,0.7295938475,0.9032100829,-2.436185757,1.929286193,-0.1563047864,4.794413151e-06,-0.001287863338,0.0003083206994,-2.451650083,-0.1743355444,-0.0001661522884,1.929286193,2.436019605,-0.1737823877,-0.9033762352
3.441770812e-09,-0.009693815915,0.003277876824,-0.01868746012,0.1256293993,0.1300959551,-0.003277883724,-0.001883820541,-0.0005544666063,-3.277883724e-07,1.990404489,2.421425311,0.7249560885,0.9032241384,-2.421589532,1.990216107,-0.1563476285,3.456484103e-06,-0.001282209222,0.0003072570034,-2.437060074,-0.1789169623,-0.0001642216296,1.990216107,2.421425311,-0.1784322715,-0.90338836
3.492412273e-09,-0.008204088143,0.003248329704,-0.01574124393,0.1257846515,0.1294482073,-0.003248334645,-0.001843975851,-0.0005186102671,-3.248334645e-07,2.055179274,2.405896983,0.7207055971,0.9032366664,-2.406059725,2.054994876,-0.1563786698,2.4750232e-06,-0.001276114054,0.0003059895,-2.42153485,-0.183104015,-0.0001627413187,2.054994876,2.405896983,-0.1826938106,-0.9033994077
3.546937546e-09,-0.00657262566,0.003225607127,-0.01250931648,0.1259510749,0.1287542364,-0.003225610658,-0.001808845725,-0.000485241454,-3.225610658e-07,2.124576362,2.389252514,0.7169596512,0.9032480924,-2.389414117,2.124395478,-0.1563999341,1.768381188e-06,-0.001269512832,0.0003045183881,-2.404892507,-0.1867786754,-0.0001616029174,2.124395478,2.389252514,-0.1864500441,-0.9034096953
3.606064502e-09,-0.00477757869,0.00320795792,-0.008949478992,0.126130621,0.1280057661,-0.003207960468,-0.00177751436,-0.0004530370696,-3.207960468e-07,2.19942339,2.371296619,0.713889976,0.9032587443,-2.371457338,2.199245638,-0.1564128271,1.276233444e-06,-0.001262330956,0.0003028367203,-2.386937902,-0.1897683659,-0.000160718692,2.199245638,2.371296619,-0.189529487,-0.903419463
3.670004104e-09,-0.002815224271,0.003193971318,-0.005055445435,0.1263236476,0.1272011508,-0.00319397323,-0.001749717738,-0.0004210602418,-3.19397323e-07,2.27988492,2.351993416,0.7117503254,0.90326878,-2.352153434,2.279709948,-0.1564181882,9.579798359e-07,-0.001254553765,0.0003009481086,-2.367635235,-0.1918192338,-0.0001600179632,2.279709948,2.351993416,-0.1916784726,-0.903428798
3.736973802e-09,-0.0007479782722,0.003182518133,-0.0009523425046,0.1265245149,0.1263637317,-0.003182519708,-0.001726183793,-0.0003892450089,-3.182519708e-07,2.363626831,2.331906847,0.7108368057,0.9032780344,-2.332066291,2.363454213,-0.1564166255,7.88804462e-07,-0.001246406701,0.0002989140698,-2.347548509,-0.1926380718,-0.0001594441586,2.363454213,2.331906847,-0.1926006729,-0.9034374786
3.804298923e-09,0.001329445612,0.003172370804,0.003170438319,0.1267250655,0.1255273616,-0.003172372298,-0.001707818187,-0.0003577307907,-3.172372298e-07,2.44726384,2.311852555,0.7112921303,0.9032862601,-2.312011491,2.447093058,-0.1564089719,7.483219822e-07,-0.00123821852,0.0002968234504,-2.327493452,-0.1920865933,-0.0001589357774,2.447093058,2.311852555,-0.1921530656,-0.9034451959
3.871718629e-09,0.003395595186,0.003161926022,0.007268865197,0.1269244785,0.1246953353,-0.003161927677,-0.001695034261,-0.0003253967397,-3.161927677e-07,2.530466473,2.291912598,0.7131231488,0.9032934682,-2.292071011,2.53029697,-0.1563955306,8.295597863e-07,-0.001230016925,0.0002946861105,-2.307552151,-0.1901589522,-0.0001584124938,2.53029697,2.291912598,-0.190328732,-0.9034518807
