time,r_mAirPar.port_n.Phi,coil.Phi,r_mFe.B,r_mFe.mu_r,r_mFe.H,coil.i,r_mLeak.port_p.Phi
0.09169878418,0.0007916537928,0.0009305200859,-1.266646069,3964.736947,-254.2324819,-0.2781615612,-0.0001390807806
0.09185892107,0.0008321596189,0.001003499707,-1.33145539,2758.739901,-384.0661215,-0.3430184083,-0.0001715092041
0.09202071334,0.0008631734346,0.001074640513,-1.381077495,1983.215359,-554.163997,-0.4233088237,-0.0002116544119
0.0921825056,0.0008868488585,0.001142965654,-1.418958174,1509.12628,-748.2283298,-0.512427449,-0.0002562137245
0.09235913351,0.0009069320499,0.001214115711,-1.45109128,1185.57952,-973.9892855,-0.614518982,-0.000307259491
0.09255026581,0.0009239346352,0.001286806069,-1.478295416,962.245443,-1222.546828,-0.7258353108,-0.0003629176554
0.09276774783,0.0009391078935,0.00136374994,-1.50257263,797.0529092,-1500.163029,-0.84935553,-0.000424677765
0.09301606494,0.0009525764843,0.001443661436,-1.524122375,673.743605,-1800.177455,-0.9822199055,-0.0004911099527
0.09330841159,0.0009646462487,0.001526280686,-1.543433998,579.3929618,-2119.849275,-1.123305644,-0.000561652822
0.09365832157,0.0009751482349,0.001608001265,-1.560237176,508.147996,-2443.377331,-1.265729726,-0.0006328648628
0.09409124218,0.0009836708314,0.001681957763,-1.57387333,456.9013396,-2741.179533,-1.396585898,-0.0006982929489
0.09465233248,0.0009889300368,0.001731363513,-1.582288059,427.9406218,-2942.335373,-1.484869467,-0.0007424347333
0.09546950955,0.0009864595538,0.001707784442,-1.578335286,441.3031423,-2846.114591,-1.442649542,-0.0007213247708
0.09683053643,0.0009501940345,0.001427890068,-1.520310455,694.0985223,-1743.015696,-0.9569442383,-0.0004784721192
0.09756776965,0.0008947035622,0.001166837104,-1.4315257,1374.373031,-828.8666397,-0.5490375365,-0.0002745187682
0.09799652866,0.000824436991,0.0009864029902,-1.319099186,2976.048938,-352.7179157,-0.3277953932,-0.0001638976966
0.09836193664,0.0007118572628,0.0008187352388,-1.13897162,6090.597333,-148.8137808,-0.2155467745,-0.0001077733872
0.09872734462,0.0005587619183,0.000640232113,-0.8940190693,6947.746929,-102.3983426,-0.1629455768,-8.147278839e-05
0.0993092428,0.0002936040737,0.0003391529402,-0.4697665179,5626.096718,-66.44541244,-0.09109773154,-4.554886577e-05
0.1,-2.62256609e-05,-3.275665669e-05,0.04196105743,1930.633894,17.29563986,0.01306003536,6.530017679e-06
