time,mass2.T,mass1.T
0.885,307.7860553,338.5139447
0.886,307.8065272,338.4934728
0.887,307.8269718,338.4730282
0.888,307.8473892,338.4526108
0.889,307.8677794,338.4322206
0.89,307.8881424,338.4118576
0.891,307.9084783,338.3915217
0.892,307.9287871,338.3712129
0.893,307.9490688,338.3509312
0.894,307.9693235,338.3306765
0.895,307.9895512,338.3104488
0.896,308.0097519,338.2902481
0.897,308.0299257,338.2700743
0.898,308.0500727,338.2499273
0.899,308.0701928,338.2298072
0.9,308.090286,338.209714
0.901,308.1103525,338.1896475
0.902,308.1303923,338.1696077
0.903,308.1504053,338.1495947
0.904,308.1703917,338.1296083
0.905,308.1903514,338.1096486
0.906,308.2102845,338.0897155
0.907,308.230191,338.069809
0.908,308.2500711,338.0499289
0.909,308.2699246,338.0300754
0.91,308.2897516,338.0102484
0.911,308.3095522,337.9904478
0.912,308.3293264,337.9706736
0.913,308.3490743,337.9509257
0.914,308.3687958,337.9312042
0.915,308.3884911,337.9115089
0.916,308.4081601,337.8918399
0.917,308.4278027,337.8721973
0.918,308.4474193,337.8525807
0.919,308.4670096,337.8329904
0.92,308.4865739,337.8134261
0.921,308.5061121,337.7938879
0.922,308.5256243,337.7743757
0.923,308.5451105,337.7548895
0.924,308.5645707,337.7354293
0.925,308.584005,337.715995
0.926,308.6034133,337.6965867
0.927,308.6227959,337.6772041
0.928,308.6421526,337.6578474
0.929,308.6614835,337.6385165
0.93,308.6807886,337.6192114
0.931,308.700068,337.599932
0.932,308.7193218,337.5806782
0.933,308.7385499,337.5614501
0.934,308.7577523,337.5422477
0.935,308.7769292,337.5230708
0.936,308.7960805,337.5039195
0.937,308.8152063,337.4847937
0.938,308.8343067,337.4656933
0.939,308.8533815,337.4466185
0.94,308.872431,337.427569
0.941,308.8914551,337.4085449
0.942,308.9104538,337.3895462
0.943,308.9294272,337.3705728
0.944,308.9483753,337.3516247
0.945,308.9672982,337.3327018
0.946,308.9861959,337.3138041
0.947,309.0050684,337.2949316
0.948,309.0239157,337.2760843
0.949,309.0427379,337.2572621
0.95,309.0615351,337.2384649
0.951,309.0803072,337.2196928
0.952,309.0990543,337.2009457
0.953,309.1177764,337.1822236
0.954,309.1364736,337.1635264
0.955,309.1551458,337.1448542
0.956,309.1737932,337.1262068
0.957,309.1924157,337.1075843
0.958,309.2110134,337.0889866
0.959,309.2295863,337.0704137
0.96,309.2481345,337.0518655
0.961,309.266658,337.033342
0.962,309.2851568,337.0148432
0.963,309.3036309,336.9963691
0.964,309.3220804,336.9779196
0.965,309.3405054,336.9594946
0.966,309.3589058,336.9410942
0.967,309.3772816,336.9227184
0.968,309.395633,336.904367
0.969,309.41396,336.88604
0.97,309.4322625,336.8677375
0.971,309.4505406,336.8494594
0.972,309.4687944,336.8312056
0.973,309.4870238,336.8129762
0.974,309.505229,336.794771
0.975,309.5234099,336.7765901
0.976,309.5415666,336.7584334
0.977,309.5596991,336.7403009
0.978,309.5778074,336.7221926
0.979,309.5958916,336.7041084
0.98,309.6139517,336.6860483
0.981,309.6319877,336.6680123
0.982,309.6499997,336.6500003
0.983,309.6679877,336.6320123
0.984,309.6859518,336.6140482
0.985,309.7038919,336.5961081
0.986,309.7218081,336.5781919
0.987,309.7397004,336.5602996
0.988,309.7575689,336.5424311
0.989,309.7754136,336.5245864
0.99,309.7932345,336.5067655
0.991,309.8110316,336.4889684
0.992,309.828805,336.471195
0.993,309.8465548,336.4534452
0.994,309.8642809,336.4357191
0.995,309.8819834,336.4180166
0.996,309.8996623,336.4003377
0.997,309.9173176,336.3826824
0.998,309.9349495,336.3650505
0.999,309.9525578,336.3474422
1,309.9701427,336.3298573
